Номер теста;Задержка сигнала (мкс);СРЕДНЯЯ задержка сигнала (мкс)
2103;232;306
2104;208;306
2105;223;306
2106;704;306
2107;214;306
2108;220;306
2109;230;306
2110;687;306
2111;222;306
2112;230;306
2113;212;306
2114;697;306
2115;237;306
2116;209;306
2117;220;306
2118;674;306
2119;213;306
2120;221;306
2121;202;306
2122;687;306
2123;303;306
2124;227;306
2125;214;306
2126;695;307
2127;233;307
2128;209;307
2129;222;306
2130;710;307
2131;211;307
2132;1429;307
2133;243;307
2134;224;307
2135;225;307
2136;203;307
2137;214;307
2138;227;307
2139;200;307
2140;212;307
2141;222;307
2142;202;307
2143;214;307
2144;224;307
2145;198;307
2146;224;307
2147;226;307
2148;210;306
2149;216;306
2150;228;306
2151;202;306
2152;222;306
2153;222;306
2154;204;306
2155;212;306
2156;228;306
2157;200;306
2158;216;306
2159;223;306
2160;195;306
2161;207;306
2162;227;306
2163;205;306
2164;214;306
2165;222;306
2166;235;306
2167;682;306
2168;225;306
2169;205;306
2170;214;306
2171;702;306
2172;201;306
2173;214;306
2174;230;306
2175;684;306
2176;216;306
2177;223;306
2178;201;306
2179;691;306
2180;227;306
2181;201;306
2182;3441;307
2183;240;307
2184;214;307
2185;228;307
2186;229;307
2187;212;307
2188;219;307
2189;204;307
2190;211;307
2191;223;307
2192;227;307
2193;207;307
2194;214;307
2195;233;307
2196;686;307
2197;215;307
2198;221;307
2199;203;307
2200;690;307
2201;222;307
2202;202;307
2203;210;307
2204;699;307
2205;235;307
2206;209;307
2207;221;307
2208;705;307
2209;877;307
2210;225;307
2211;237;307
2212;219;307
2213;233;307
2214;211;307
2215;218;307
2216;232;307
2217;202;307
2218;220;307
2219;222;307
2220;815;307
2221;3336;309
2222;1497;309
2224;2828;310
2225;216;310
2226;220;310
2227;1301;311
2228;217;311
2229;217;311
2230;227;311
2231;199;310
2232;216;310
2233;225;310
2234;202;310
2235;224;310
2236;227;310
2237;207;310
2238;212;310
2239;226;310
2240;229;310
2241;208;310
2242;216;310
2243;231;310
2244;211;310
2245;220;310
2246;237;310
2247;207;310
2248;216;310
2249;231;310
2250;200;310
2251;212;310
2252;226;310
2253;204;310
2254;209;310
2255;223;310
2256;227;309
2257;211;309
2258;366;309
2259;234;309
2260;222;309
2261;225;309
2262;206;309
2263;210;309
2264;225;309
2265;284;309
2266;213;309
2267;220;309
2268;232;309
2269;206;309
2270;219;309
2271;231;309
2272;212;309
2273;215;309
2274;233;309
2275;204;309
2276;218;309
2277;226;309
2278;935;309
2279;228;309
2280;233;309
2281;201;309
2282;217;309
2283;227;309
2284;245;309
2285;229;309
2286;199;309
2287;214;309
2288;218;309
2289;238;309
2290;204;309
2291;220;308
2292;224;308
2293;207;308
2294;217;308
2295;228;308
2296;202;308
2297;217;308
2298;699;308
2299;206;308
2300;211;308
2301;223;308
2302;677;308
2303;211;308
2304;220;308
2305;232;308
2306;687;309
2307;222;308
2308;230;308
2309;212;308
2310;693;309
2311;238;309
2312;209;308
2313;224;308
2314;514;309
2315;693;309
2316;218;309
2317;238;309
2318;204;309
2319;689;309
2320;230;309
2321;209;309
2322;214;309
2323;700;309
2324;209;309
2325;218;309
2326;223;309
2327;3448;310
2328;233;310
2329;202;310
2330;210;310
2331;221;310
2332;202;310
2333;212;310
2334;221;310
2335;228;310
2336;212;310
2337;217;310
2338;234;310
2339;204;310
2340;217;310
2341;227;309
2342;208;309
2343;211;309
2344;232;309
2345;199;309
2346;215;309
2347;701;309
2348;233;309
2349;210;309
2350;219;309
2351;703;309
2352;211;309
2353;219;309
2354;231;309
2355;684;310
2356;223;309
2357;234;309
2358;215;309
2359;703;310
2360;207;310
2361;212;310
2362;229;309
2363;862;310
2364;221;310
2365;226;310
2366;206;310
2367;227;310
2368;205;310
2369;213;309
2370;228;309
2371;205;309
2372;210;309
2373;225;309
2374;199;309
2375;215;309
2376;1433;310
2377;210;310
2378;217;310
2379;224;310
2380;200;310
2381;213;309
2382;219;309
2383;233;309
2384;212;309
2385;226;309
2386;201;309
2387;210;309
2388;218;309
2389;232;309
2390;207;309
2391;229;309
2392;198;309
2393;214;309
2394;697;309
2395;237;309
2396;210;309
2397;226;309
2398;682;309
2399;213;309
2400;222;309
2401;203;309
2402;695;309
2403;229;309
2404;197;309
2405;222;309
2406;699;309
2407;203;309
2408;216;309
2409;221;309
2410;678;309
2411;211;309
2412;218;309
2413;241;309
2414;679;309
2415;222;309
2416;230;309
2417;211;309
2418;692;309
2419;235;309
2420;205;309
2421;222;309
2422;707;309
2423;211;309
2424;216;309
2425;230;309
2426;679;310
2427;219;309
2428;214;309
2429;232;309
2430;205;309
2431;226;309
2432;225;309
2433;209;309
2434;212;309
2435;234;309
2436;201;309
2437;216;309
2438;221;309
2439;201;309
2440;210;309
2441;222;309
2442;228;309
2443;213;309
2444;218;309
2445;236;309
2446;204;309
2447;221;309
2448;232;309
2449;217;309
2450;217;309
2451;229;309
2452;205;309
2453;224;309
2454;226;308
2455;204;308
2456;693;309
2457;229;309
2458;211;309
2459;216;308
2460;701;309
2461;211;309
2462;210;309
2463;225;309
2464;684;309
2465;215;309
2466;217;309
2467;233;309
2468;685;309
2469;224;309
2470;224;309
2471;206;309
2472;692;309
2473;225;309
2474;198;309
2475;213;309
2476;2187;309
2477;215;309
2478;211;309
2479;214;309
2480;219;309
2481;229;309
2482;204;309
2483;231;309
2484;227;309
2485;210;309
2486;210;309
2487;231;309
2488;199;309
2489;213;309
2490;223;309
2491;234;309
2492;207;309
2493;222;309
2494;230;309
2495;209;309
2496;216;309
2497;229;309
2498;200;309
2499;219;309
2500;227;309
2501;205;308
2502;208;308
2503;226;308
2504;229;308
2505;220;308
2506;268;308
2507;235;308
2508;205;308
2509;236;308
2510;209;308
2511;217;308
2512;219;308
2513;232;308
2514;702;308
2515;222;308
2516;228;308
2517;206;308
2518;440;308
2519;225;308
2520;217;308
2521;218;308
2522;238;308
2523;208;308
2524;222;308
2525;598;308
2526;206;308
2527;214;308
2528;892;308
2529;213;308
2530;218;308
2531;222;308
2532;202;308
2533;686;308
2534;220;308
2535;197;308
2536;208;308
2537;697;308
2538;233;308
2539;203;308
2540;224;308
2541;703;308
2542;210;308
2543;216;308
2544;227;308
2545;683;308
2546;220;308
2547;226;308
2548;203;308
2549;691;308
2550;232;308
2551;204;308
2552;216;308
2553;698;308
2554;204;308
2555;211;308
2556;225;308
2557;683;308
2558;225;308
2559;222;308
2560;208;308
2561;690;309
2562;230;309
2563;198;308
2564;212;308
2565;701;309
2566;234;309
2567;206;309
2568;220;308
2569;709;309
2570;212;309
2571;211;309
2572;233;309
2573;677;309
2574;218;309
2575;222;309
2576;202;309
2577;690;309
2578;229;309
2579;230;309
2580;208;309
2581;697;309
2582;231;309
2583;202;309
2584;217;309
2585;702;309
2586;206;309
2587;212;309
2588;224;309
2589;678;309
2590;216;309
2591;224;309
2592;230;309
2593;680;309
2594;217;309
2595;222;309
2596;200;309
2597;685;309
2598;222;309
2599;229;309
2600;214;309
2601;701;309
2602;232;309
2603;204;309
2604;220;309
2605;701;309
2606;206;309
2607;209;309
2608;236;309
2609;678;309
2610;214;309
2611;220;309
2612;239;309
2613;687;309
2614;217;309
2615;226;309
2616;210;309
2617;692;309
2618;239;309
2619;207;309
2620;217;309
2621;705;309
2622;211;309
2623;209;309
2624;229;309
2625;680;309
2626;218;309
2627;1493;310
2628;223;310
2629;699;310
2630;232;310
2631;200;310
2632;217;310
2633;715;310
2634;210;310
2635;211;310
2636;224;310
2637;681;310
2638;215;310
2639;222;310
2640;236;310
2641;488;310
2642;219;310
2643;206;310
2644;215;310
2645;226;310
2646;237;310
2647;213;310
2648;218;310
2649;237;310
2650;214;309
2651;223;309
2652;226;309
2653;207;309
2654;218;309
2655;226;309
2656;680;309
2657;308;309
2658;224;309
2659;200;309
2660;687;310
2661;230;309
2662;199;309
2663;208;309
2664;698;310
2665;235;310
2666;211;309
2667;222;309
2668;672;310
2669;209;310
2670;218;310
2671;242;309
2672;688;310
2673;225;310
2674;232;310
2675;212;310
2676;699;310
2677;205;310
2678;229;310
2679;227;310
2680;215;310
2681;227;310
2682;237;309
2683;209;309
2684;221;309
2685;228;309
2686;210;309
2687;218;309
2688;242;309
2689;206;309
2690;221;309
2691;232;309
2692;212;309
2693;701;309
2694;235;309
2695;205;309
2696;221;309
2697;707;309
2698;211;309
2699;213;309
2700;226;309
2701;679;309
2702;213;309
2703;226;309
2704;201;309
2705;688;309
2706;222;309
2707;202;309
2708;213;309
2709;702;309
2710;202;309
2711;207;309
2712;223;309
2713;672;309
2714;219;309
2715;223;309
2716;236;309
2717;686;310
2718;222;309
2719;232;309
2720;210;309
2721;693;310
2722;232;310
2723;208;309
2724;226;309
2725;710;310
2726;210;310
2727;220;310
2728;216;310
2729;230;309
2730;230;309
2731;210;309
2732;218;309
2733;237;309
2734;209;309
2735;232;309
2736;229;309
2737;215;309
2738;225;309
2739;207;309
2740;211;309
2741;225;309
2742;202;309
2743;218;309
2744;225;309
2745;210;309
2746;217;309
2747;229;309
2748;204;309
2749;224;309
2750;228;309
2751;212;309
2752;219;309
2753;201;309
2754;688;309
2755;227;309
2756;219;309
2757;219;309
2758;710;309
2759;208;309
2760;216;309
2761;234;309
2762;688;309
2763;223;309
2764;225;309
2765;209;309
2766;698;309
2767;204;309
2768;212;309
2769;220;309
2770;675;309
2771;216;309
2772;218;309
2773;204;309
2774;688;309
2775;227;309
2776;231;309
2777;213;309
2778;725;309
2779;209;309
2780;225;309
2781;199;309
2782;217;309
2783;221;309
2784;208;309
2785;211;309
2786;226;309
2787;195;309
2788;216;309
2789;221;309
2790;233;309
2791;209;309
2792;222;309
2793;199;309
2794;215;309
2795;220;308
2796;234;308
2797;207;308
2798;224;308
2799;230;308
2800;212;308
2801;215;308
2802;235;308
2803;203;308
2804;227;308
2805;241;308
2806;208;308
2807;688;308
2808;229;308
2809;205;308
2810;216;308
2811;701;308
2812;201;308
2813;211;308
2814;231;308
2815;677;308
2816;214;308
2817;221;308
2818;238;308
2819;684;308
2820;229;308
2821;228;308
2822;209;308
2823;697;308
2824;237;308
2825;202;308
2826;222;308
2827;701;308
2828;957;309
2829;223;309
2830;224;309
2831;210;309
2832;212;309
2833;215;309
2834;231;309
2835;206;308
2836;217;308
2837;700;309
2838;206;309
2839;209;309
2840;227;308
2841;708;309
2842;210;309
2843;218;309
2844;232;309
2845;689;309
2846;221;309
2847;226;309
2848;207;309
2849;690;309
2850;228;309
2851;201;309
2852;215;309
2853;704;309
2854;202;309
2855;223;309
2856;226;309
2857;679;309
2858;219;309
2859;220;309
2860;203;309
2861;687;309
2862;224;309
2863;229;309
2864;209;309
2865;698;309
2866;234;309
2867;208;309
2868;219;309
2869;702;309
2870;206;309
2871;210;309
2872;226;309
2873;674;309
2874;215;309
2875;217;309
2876;233;309
2877;691;309
2878;221;309
2879;1696;309
2880;223;309
2881;236;309
2882;203;309
2883;218;309
2884;230;309
2885;203;309
2886;212;309
2887;227;309
2888;200;309
2889;216;309
2890;219;309
2891;205;309
2892;211;309
2893;232;309
2894;672;309
2895;208;309
2896;219;309
2897;232;309
2898;685;309
2899;217;309
2900;220;309
2901;203;309
2902;689;309
2903;226;309
2904;244;309
2905;207;309
2906;696;309
2907;231;309
2908;203;309
2909;219;309
2910;704;309
2911;213;309
2912;210;309
2913;233;309
2914;676;309
2915;216;309
2916;221;309
2917;203;309
2918;692;309
2919;226;309
2920;199;309
2921;211;309
2922;695;309
2923;239;309
2924;207;309
2925;221;309
2926;701;309
2927;210;309
2928;218;309
2929;232;309
2930;223;309
2931;217;309
2932;204;309
2933;205;309
2934;222;309
2935;228;309
2936;208;309
2937;216;309
2938;230;309
2939;202;309
2940;220;309
2941;223;309
2942;676;309
2943;217;309
2944;234;309
2945;201;309
2946;685;309
2947;223;309
2948;206;309
2949;212;309
2950;701;309
2951;202;309
2952;215;309
2953;232;309
2954;683;309
2955;208;309
2956;225;309
2957;229;309
2958;690;309
2959;219;309
2960;232;309
2961;206;309
2962;699;309
2963;230;309
2964;216;309
2965;218;309
2966;709;309
2967;202;309
2968;218;309
2969;226;309
2970;685;309
2971;213;309
2972;226;309
2973;202;309
2974;695;309
2975;224;309
2976;203;309
2977;211;309
2978;701;309
2979;200;309
2980;220;309
2981;223;309
2982;682;309
2983;207;309
2984;226;309
2985;200;309
2986;687;309
2987;219;309
2988;229;309
2989;208;309
2990;698;309
2991;242;309
2992;210;309
2993;214;309
2994;710;309
2995;209;309
2996;223;309
2997;233;309
2998;686;310
2999;217;310
3000;232;309
