Номер теста;Задержка сигнала (мкс);СРЕДНЯЯ задержка сигнала (мкс)
2122;257;268
2123;244;268
2124;232;268
2125;265;268
2126;256;268
2127;272;268
2128;239;268
2129;257;268
2130;248;268
2131;268;268
2132;262;268
2133;248;268
2134;245;268
2135;264;268
2136;257;268
2137;240;268
2138;239;268
2139;258;268
2140;242;268
2141;271;268
2142;342;268
2143;257;268
2144;251;268
2145;268;268
2146;229;268
2147;247;268
2148;247;268
2149;261;268
2150;261;268
2151;245;268
2152;239;268
2153;254;268
2154;251;268
2155;272;268
2156;233;268
2157;250;268
2158;243;268
2159;259;268
2160;258;268
2161;242;268
2162;236;268
2163;251;268
2164;251;268
2165;268;268
2166;232;268
2167;244;268
2168;257;268
2169;264;268
2170;259;268
2171;246;268
2172;243;268
2173;255;268
2174;283;268
2175;241;268
2176;237;268
2177;257;268
2178;251;268
2179;269;268
2180;233;268
2181;242;268
2182;247;268
2183;266;268
2184;258;268
2185;246;268
2186;757;268
2187;277;268
2188;259;268
2189;239;268
2190;239;268
2191;253;268
2192;253;268
2193;270;268
2194;234;268
2195;253;268
2196;248;268
2197;267;268
2198;232;268
2199;251;268
2200;243;268
2201;259;268
2202;256;268
2203;244;268
2204;239;268
2205;257;268
2206;256;268
2207;274;268
2208;239;268
2209;253;268
2210;252;268
2211;264;268
2212;262;268
2213;244;268
2214;242;268
2215;256;268
2216;254;268
2217;238;268
2218;238;268
2219;255;268
2220;248;268
2221;265;268
2222;232;268
2223;244;267
2224;237;267
2225;265;267
2226;258;267
2227;242;267
2228;244;267
2229;258;267
2230;254;267
2231;274;267
2232;234;267
2233;257;267
2234;251;267
2235;270;267
2236;262;267
2237;1276;268
2238;250;268
2239;264;268
2240;265;268
2241;244;268
2242;225;268
2243;248;268
2244;251;268
2245;271;268
2246;229;268
2247;252;268
2248;247;268
2249;264;268
2250;258;268
2251;243;268
2252;225;268
2253;250;268
2254;252;268
2255;272;268
2256;237;268
2257;252;268
2258;251;268
2259;269;268
2260;233;268
2261;249;268
2262;244;268
2263;263;268
2264;264;268
2265;244;268
2266;243;268
2267;251;268
2268;246;268
2269;275;268
2270;302;268
2271;252;268
2272;244;268
2273;261;268
2274;256;268
2275;258;268
2276;239;268
2277;256;268
2278;251;268
2279;271;268
2280;233;268
2281;255;268
2282;249;268
2283;265;268
2284;261;268
2285;245;268
2286;243;268
2287;260;268
2288;255;268
2289;242;268
2290;239;267
2291;253;267
2292;248;267
2293;268;267
2294;259;267
2295;246;267
2296;248;267
2297;260;267
2298;258;267
2299;243;267
2300;237;267
2301;253;267
2302;264;267
2303;269;267
2304;231;267
2305;247;267
2306;245;267
2307;262;267
2308;255;267
2309;238;267
2310;232;267
2311;250;267
2312;249;267
2313;263;267
2314;256;267
2315;271;267
2316;231;267
2317;252;267
2318;247;267
2319;262;267
2320;258;267
2321;271;267
2322;233;267
2323;246;267
2324;233;267
2325;264;267
2326;259;267
2327;245;267
2328;240;267
2329;255;267
2330;251;267
2331;265;267
2332;264;267
2333;246;267
2334;241;267
2335;260;267
2336;258;267
2337;273;267
2338;236;267
2339;250;267
2340;276;267
2341;258;267
2342;242;267
2343;237;267
2344;256;267
2345;250;267
2346;268;267
2347;235;267
2348;249;267
2349;243;267
2350;264;267
2351;259;267
2352;244;267
2353;237;267
2354;256;267
2355;252;267
2356;269;267
2357;231;267
2358;247;267
2359;247;267
2360;261;267
2361;256;267
2362;239;267
2363;240;267
2364;256;267
2365;252;267
2366;266;267
2367;264;267
2368;248;267
2369;234;267
2370;382;267
2371;246;267
2372;240;267
2373;235;267
2374;253;267
2375;249;267
2376;268;267
2377;229;267
2378;249;267
2379;243;267
2380;262;267
2381;252;267
2382;273;267
2383;237;267
2384;256;267
2385;247;267
2386;266;267
2387;265;267
2388;246;267
2389;246;267
2390;1433;267
2391;260;267
2392;272;267
2393;236;267
2394;252;267
2395;240;267
2396;376;267
2397;247;267
2398;277;267
2399;230;267
2400;286;267
2401;240;267
2402;366;267
2403;229;267
2404;249;267
2405;241;267
2406;260;267
2407;257;267
2408;240;267
2409;238;267
2410;247;267
2411;255;267
2412;267;267
2413;231;267
2414;250;267
2415;244;267
2416;262;267
2417;258;267
2418;240;267
2419;239;267
2420;250;267
2421;248;267
2422;260;267
2423;231;267
2424;244;267
2425;255;267
2426;260;267
2427;259;267
2428;238;267
2429;238;267
2430;253;267
2431;250;267
2432;267;267
2433;232;267
2434;250;267
2435;250;267
2436;263;267
2437;257;267
2438;243;267
2439;244;267
2440;261;267
2441;1723;268
2442;256;268
2443;241;268
2444;259;268
2445;259;268
2446;241;268
2447;232;268
2448;250;268
2449;250;268
2450;267;268
2451;230;268
2452;244;268
2453;242;268
2454;261;268
2455;256;268
2456;272;268
2457;236;268
2458;249;268
2459;248;268
2460;267;268
2461;229;268
2462;250;268
2463;245;268
2464;259;268
2465;257;268
2466;240;267
2467;233;267
2468;257;267
2469;253;267
2470;272;267
2471;234;267
2472;254;267
2473;256;267
2474;325;267
2475;235;267
2476;257;267
2477;251;267
2478;272;267
2479;237;267
2480;253;267
2481;249;267
2482;269;267
2483;231;267
2484;251;267
2485;249;267
2486;263;267
2487;262;267
2488;252;267
2489;246;267
2490;261;267
2491;252;267
2492;1253;268
2493;254;268
2494;265;268
2495;264;268
2496;246;268
2497;240;268
2498;261;268
2499;259;268
2500;247;268
2501;243;268
2502;262;268
2503;240;268
2504;511;268
2505;432;268
2506;488;268
2507;525;268
2508;505;268
2509;433;268
2510;484;268
2511;423;268
2512;367;268
2513;305;268
2514;250;268
2515;244;268
2516;268;268
2517;259;268
2518;244;268
2519;240;268
2520;256;268
2521;257;268
2522;276;268
2523;226;268
2524;567;268
2525;248;268
2526;271;268
2527;230;268
2528;252;268
2529;245;268
2530;266;268
2531;262;268
2532;245;268
2533;242;268
2534;262;268
2535;256;268
2536;273;268
2537;237;268
2538;255;268
2539;255;268
2540;266;268
2541;263;268
2542;246;268
2543;244;268
2544;260;268
2545;257;268
2546;273;268
2547;237;268
2548;251;268
2549;248;268
2550;264;268
2551;261;268
2552;245;268
2553;242;268
2554;260;268
2555;256;268
2556;271;268
2557;236;268
2558;251;268
2559;249;268
2560;264;268
2561;259;268
2562;242;268
2563;242;268
2564;257;268
2565;253;268
2566;269;268
2567;232;268
2568;249;268
2569;244;268
2570;267;268
2571;261;268
2572;249;268
2573;246;268
2574;259;268
2575;267;268
2576;242;268
2577;238;268
2578;259;268
2579;253;268
2580;268;268
2581;235;268
2582;253;268
2583;249;268
2584;265;268
2585;261;268
2586;247;268
2587;241;268
2588;261;268
2589;259;268
2590;269;268
2591;235;268
2592;250;268
2593;250;268
2594;268;268
2595;248;268
2596;238;268
2597;257;268
2598;252;268
2599;269;268
2600;233;268
2601;246;268
2602;246;268
2603;261;268
2604;258;268
2605;241;268
2606;237;268
2607;256;268
2608;251;268
2609;268;268
2610;231;268
2611;247;268
2612;249;268
2613;265;268
2614;264;268
2615;243;268
2616;238;268
2617;261;268
2618;256;268
2619;241;268
2620;240;268
2621;255;268
2622;252;268
2623;267;268
2624;329;268
2625;256;268
2626;245;268
2627;263;268
2628;260;268
2629;248;268
2630;239;268
2631;258;268
2632;253;268
2633;273;268
2634;238;268
2635;254;268
2636;250;268
2637;266;268
2638;257;268
2639;245;268
2640;239;268
2641;259;268
2642;257;268
2643;269;268
2644;230;268
2645;1492;268
2646;255;268
2647;267;268
2648;262;268
2649;248;268
2650;228;268
2651;396;268
2652;255;268
2653;243;268
2654;239;268
2655;255;268
2656;258;268
2657;273;268
2658;239;268
2659;249;268
2660;245;268
2661;263;268
2662;261;268
2663;239;268
2664;238;268
2665;252;268
2666;251;268
2667;273;268
2668;233;268
2669;252;268
2670;250;268
2671;262;268
2672;262;268
2673;243;268
2674;240;268
2675;256;268
2676;250;268
2677;265;268
2678;232;268
2679;249;268
2680;244;268
2681;261;268
2682;257;268
2683;242;268
2684;236;268
2685;256;268
2686;249;268
2687;264;268
2688;230;268
2689;247;268
2690;240;268
2691;258;268
2692;254;268
2693;271;268
2694;234;268
2695;248;268
2696;1745;268
2697;273;268
2698;264;268
2699;247;268
2700;242;268
2701;258;268
2702;251;268
2703;268;268
2704;236;268
2705;249;268
2706;244;268
2707;262;268
2708;257;268
2709;271;268
2710;233;268
2711;252;268
2712;249;268
2713;265;268
2714;259;268
2715;244;268
2716;240;268
2717;256;268
2718;255;268
2719;265;268
2720;232;268
2721;249;268
2722;245;268
2723;258;268
2724;265;268
2725;243;268
2726;240;268
2727;255;268
2728;252;268
2729;269;268
2730;266;268
2731;247;268
2732;242;268
2733;260;268
2734;260;268
2735;272;268
2736;236;268
2737;256;268
2738;252;268
2739;266;268
2740;260;268
2741;247;268
2742;242;268
2743;258;268
2744;255;268
2745;270;268
2746;233;268
2747;1220;269
2748;258;269
2749;268;269
2750;263;269
2751;247;269
2752;241;269
2753;258;269
2754;252;269
2755;270;269
2756;235;268
2757;256;268
2758;249;268
2759;263;268
2760;263;268
2761;244;268
2762;230;268
2763;253;268
2764;252;268
2765;268;268
2766;233;268
2767;248;268
2768;246;268
2769;260;268
2770;254;268
2771;241;268
2772;238;268
2773;252;268
2774;315;268
2775;269;268
2776;263;268
2777;249;268
2778;244;268
2779;259;268
2780;256;268
2781;240;268
2782;245;268
2783;258;268
2784;251;268
2785;269;268
2786;236;268
2787;250;268
2788;240;268
2789;263;268
2790;257;268
2791;242;268
2792;240;268
2793;257;268
2794;251;268
2795;268;268
2796;271;268
2797;250;268
2798;1722;269
2799;261;269
2800;270;269
2801;234;269
2802;248;269
2803;250;269
2804;259;269
2805;259;269
2806;246;269
2807;240;269
2808;256;269
2809;253;269
2810;268;269
2811;232;269
2812;250;269
2813;247;269
2814;264;269
2815;261;269
2816;244;269
2817;242;269
2818;260;269
2819;256;269
2820;242;269
2821;237;269
2822;251;269
2823;250;269
2824;279;269
2825;232;269
2826;251;269
2827;244;269
2828;262;269
2829;258;269
2830;245;269
2831;243;269
2832;259;269
2833;256;269
2834;273;269
2835;237;269
2836;254;269
2837;251;269
2838;268;269
2839;261;269
2840;243;269
2841;242;269
2842;260;269
2843;258;269
2844;270;269
2845;227;268
2846;254;268
2847;250;268
2848;269;268
2849;960;269
2850;259;269
2851;244;269
2852;261;269
2853;259;269
2854;245;269
2855;242;269
2856;258;269
2857;257;269
2858;242;269
2859;238;269
2860;255;269
2861;252;269
2862;271;269
2863;232;269
2864;250;269
2865;244;269
2866;262;269
2867;260;269
2868;247;269
2869;239;269
2870;257;269
2871;257;269
2872;268;269
2873;230;269
2874;259;269
2875;251;269
2876;263;269
2877;261;269
2878;246;269
2879;243;269
2880;255;269
2881;245;269
2882;270;269
2883;232;269
2884;250;269
2885;248;269
2886;265;269
2887;260;269
2888;245;268
2889;240;268
2890;256;268
2891;253;268
2892;271;268
2893;235;268
2894;251;268
2895;248;268
2896;262;268
2897;260;268
2898;244;268
2899;240;268
2900;1410;269
2901;266;269
2902;259;269
2903;1592;269
2904;262;269
2905;254;269
2906;270;269
2907;233;269
2908;250;269
2909;252;269
2910;268;269
2911;230;269
2912;249;269
2913;246;269
2914;263;269
2915;260;269
2916;245;269
2917;245;269
2918;257;269
2919;253;269
2920;269;269
2921;236;269
2922;250;269
2923;242;269
2924;262;269
2925;261;269
2926;246;269
2927;240;269
2928;256;269
2929;252;269
2930;271;269
2931;227;269
2932;254;269
2933;248;269
2934;265;269
2935;232;269
2936;248;269
2937;245;269
2938;265;269
2939;263;269
2940;246;269
2941;245;269
2942;260;269
2943;258;269
2944;242;269
2945;237;269
2946;258;269
2947;255;269
2948;271;269
2949;239;269
2950;252;269
2951;756;269
2952;275;269
2953;262;269
2954;247;269
2955;249;269
2956;265;269
2957;263;269
2958;244;269
2959;246;269
2960;264;269
2961;261;269
2962;241;269
2963;237;269
2964;257;269
2965;256;269
2966;275;269
2967;237;269
2968;257;269
2969;250;269
2970;271;269
2971;240;269
2972;258;269
2973;252;269
2974;266;269
2975;234;269
2976;256;269
2977;254;269
2978;270;269
2979;233;269
2980;254;269
2981;249;269
2982;265;269
2983;232;269
2984;253;269
2985;246;269
2986;266;269
2987;231;269
2988;249;269
2989;251;269
2990;269;269
2991;263;269
2992;250;269
2993;247;269
2994;267;269
2995;263;269
2996;246;269
2997;243;269
2998;262;269
2999;256;269
3000;279;269
