Номер теста;Задержка сигнала (мкс);СРЕДНЯЯ задержка сигнала (мкс)
2112;205;243
2113;225;243
2114;201;243
2115;211;243
2116;215;243
2117;209;243
2118;214;243
2119;191;243
2120;201;243
2121;218;243
2122;195;243
2123;208;243
2124;205;243
2125;204;243
2126;219;243
2127;192;243
2128;216;243
2129;456;243
2130;204;243
2131;203;243
2132;225;243
2133;196;243
2134;226;243
2135;222;243
2136;210;243
2137;215;243
2138;195;243
2139;203;243
2140;227;243
2141;196;243
2142;213;243
2143;215;243
2144;683;243
2145;211;243
2146;196;243
2147;202;243
2148;221;243
2149;212;243
2150;214;243
2151;200;243
2152;205;243
2153;223;243
2154;192;243
2155;212;243
2156;218;243
2157;196;243
2158;201;243
2159;226;243
2160;206;243
2161;218;243
2162;223;243
2163;211;243
2164;212;243
2165;225;243
2166;201;243
2167;224;243
2168;191;243
2169;208;243
2170;198;243
2171;203;243
2172;217;243
2173;197;243
2174;205;242
2175;215;242
2176;202;242
2177;202;242
2178;1031;243
2179;202;243
2180;218;243
2181;215;243
2182;199;243
2183;201;243
2184;223;243
2185;186;243
2186;218;243
2187;210;243
2188;201;243
2189;198;243
2190;225;243
2191;190;243
2192;206;243
2193;214;243
2194;678;243
2195;206;243
2196;221;243
2197;191;243
2198;215;243
2199;201;243
2200;206;243
2201;217;243
2202;195;243
2203;215;243
2204;221;243
2205;210;243
2206;210;243
2207;231;243
2208;200;243
2209;218;243
2210;218;243
2211;210;243
2212;225;242
2213;197;242
2214;202;242
2215;221;242
2216;189;242
2217;207;242
2218;213;242
2219;194;242
2220;218;242
2221;219;242
2222;202;242
2223;213;242
2224;192;242
2225;195;242
2226;213;242
2227;223;242
2228;214;242
2229;209;242
2230;234;242
2231;194;242
2232;218;242
2233;218;242
2234;205;242
2235;204;242
2236;222;242
2237;189;242
2238;222;242
2239;219;242
2240;205;242
2241;201;242
2242;221;242
2243;188;242
2244;206;242
2245;207;242
2246;227;242
2247;201;242
2248;696;242
2249;222;242
2250;207;242
2251;204;242
2252;223;242
2253;214;242
2254;214;242
2255;197;242
2256;201;242
2257;224;242
2258;190;242
2259;212;242
2260;212;242
2261;205;242
2262;202;242
2263;220;242
2264;203;242
2265;215;242
2266;214;242
2267;210;242
2268;207;242
2269;225;242
2270;193;242
2271;221;242
2272;222;242
2273;200;242
2274;231;242
2275;196;242
2276;228;242
2277;245;242
2278;200;242
2279;202;242
2280;223;242
2281;195;242
2282;215;242
2283;218;242
2284;198;242
2285;201;242
2286;227;242
2287;198;242
2288;207;242
2289;212;242
2290;212;242
2291;208;242
2292;222;242
2293;193;242
2294;690;242
2295;219;242
2296;200;242
2297;205;242
2298;229;242
2299;217;242
2300;217;242
2301;198;242
2302;210;242
2303;235;242
2304;200;242
2305;219;242
2306;221;242
2307;204;242
2308;210;242
2309;226;242
2310;199;242
2311;215;242
2312;214;242
2313;206;241
2314;204;241
2315;228;241
2316;200;241
2317;217;241
2318;219;241
2319;207;241
2320;224;241
2321;196;241
2322;209;241
2323;221;241
2324;275;241
2325;207;241
2326;261;241
2327;198;241
2328;223;241
2329;189;241
2330;213;241
2331;215;241
2332;195;241
2333;205;241
2334;226;241
2335;197;241
2336;210;241
2337;216;241
2338;206;241
2339;211;241
2340;224;241
2341;226;241
2342;221;241
2343;202;241
2344;211;241
2345;229;241
2346;195;241
2347;219;241
2348;221;241
2349;204;241
2350;212;241
2351;205;241
2352;199;241
2353;215;241
2354;190;241
2355;213;241
2356;218;241
2357;194;241
2358;204;241
2359;224;241
2360;198;241
2361;209;241
2362;206;241
2363;206;241
2364;225;241
2365;202;241
2366;222;241
2367;233;241
2368;211;241
2369;214;241
2370;197;241
2371;200;241
2372;226;241
2373;198;241
2374;211;241
2375;714;241
2376;199;241
2377;205;241
2378;219;241
2379;192;241
2380;214;241
2381;222;241
2382;210;241
2383;208;241
2384;220;241
2385;194;241
2386;218;241
2387;223;241
2388;200;241
2389;206;241
2390;224;241
2391;206;241
2392;213;241
2393;220;241
2394;218;241
2395;209;241
2396;225;241
2397;198;241
2398;216;241
2399;223;241
2400;204;241
2401;209;241
2402;230;241
2403;195;241
2404;215;241
2405;214;241
2406;204;241
2407;209;241
2408;221;241
2409;194;241
2410;214;240
2411;217;240
2412;203;240
2413;210;240
2414;703;241
2415;195;241
2416;206;241
2417;215;241
2418;204;241
2419;229;241
2420;203;241
2421;203;241
2422;217;241
2423;198;241
2424;206;241
2425;995;241
2426;204;241
2427;204;241
2428;219;241
2429;199;241
2430;199;241
2431;210;241
2432;214;241
2433;207;241
2434;211;241
2435;223;241
2436;196;241
2437;222;241
2438;192;241
2439;205;241
2440;206;241
2441;232;241
2442;197;241
2443;695;241
2444;220;241
2445;210;241
2446;210;241
2447;238;241
2448;221;241
2449;218;241
2450;200;241
2451;212;241
2452;224;241
2453;198;241
2454;215;241
2455;217;241
2456;208;241
2457;207;241
2458;195;241
2459;199;241
2460;227;241
2461;190;241
2462;214;241
2463;217;241
2464;196;241
2465;204;241
2466;224;240
2467;195;240
2468;692;241
2469;216;241
2470;200;241
2471;219;241
2472;701;241
2473;203;241
2474;214;241
2475;220;241
2476;234;241
2477;197;241
2478;208;241
2479;220;241
2480;202;241
2481;207;241
2482;196;241
2483;198;241
2484;212;241
2485;221;241
2486;201;241
2487;209;241
2488;230;241
2489;198;241
2490;211;241
2491;214;241
2492;205;241
2493;208;241
2494;225;241
2495;195;241
2496;221;241
2497;192;240
2498;211;240
2499;208;240
2500;232;240
2501;198;240
2502;221;240
2503;188;240
2504;211;240
2505;215;240
2506;202;240
2507;225;240
2508;193;240
2509;209;240
2510;218;240
2511;206;240
2512;207;240
2513;227;240
2514;195;240
2515;223;240
2516;225;240
2517;207;240
2518;232;240
2519;227;240
2520;199;240
2521;220;240
2522;193;240
2523;211;240
2524;242;240
2525;199;240
2526;209;240
2527;224;240
2528;213;240
2529;211;240
2530;201;240
2531;207;240
2532;222;240
2533;190;240
2534;215;240
2535;220;240
2536;200;240
2537;201;240
2538;225;240
2539;200;240
2540;211;240
2541;217;240
2542;204;240
2543;210;240
2544;223;240
2545;193;240
2546;215;240
2547;219;240
2548;198;240
2549;228;240
2550;194;240
2551;252;240
2552;219;240
2553;208;240
2554;210;240
2555;231;240
2556;200;240
2557;213;240
2558;219;240
2559;210;240
2560;211;240
2561;224;240
2562;193;240
2563;217;240
2564;223;240
2565;203;240
2566;279;240
2567;224;240
2568;204;240
2569;219;240
2570;210;240
2571;209;240
2572;215;240
2573;200;240
2574;228;240
2575;198;240
2576;207;240
2577;213;240
2578;199;240
2579;205;240
2580;218;240
2581;188;240
2582;208;240
2583;211;240
2584;227;240
2585;201;240
2586;221;240
2587;222;240
2588;205;239
2589;212;239
2590;200;239
2591;220;239
2592;191;239
2593;210;239
2594;214;239
2595;203;239
2596;202;239
2597;231;239
2598;199;239
2599;215;239
2600;229;239
2601;211;239
2602;211;239
2603;198;239
2604;204;239
2605;223;239
2606;194;239
2607;216;239
2608;217;239
2609;202;239
2610;206;239
2611;229;239
2612;215;239
2613;217;239
2614;204;239
2615;208;239
2616;230;239
2617;195;239
2618;217;239
2619;222;239
2620;207;239
2621;543;239
2622;226;239
2623;198;239
2624;210;239
2625;216;239
2626;221;239
2627;206;239
2628;227;239
2629;193;239
2630;221;239
2631;215;239
2632;682;239
2633;210;239
2634;227;239
2635;197;239
2636;212;239
2637;208;239
2638;207;239
2639;223;239
2640;198;239
2641;213;239
2642;223;239
2643;208;239
2644;209;239
2645;229;239
2646;198;239
2647;225;239
2648;226;239
2649;203;239
2650;208;239
2651;231;239
2652;215;239
2653;215;239
2654;215;239
2655;208;239
2656;214;239
2657;674;239
2658;206;239
2659;220;239
2660;190;239
2661;206;239
2662;201;239
2663;200;239
2664;217;239
2665;194;239
2666;212;239
2667;215;239
2668;201;239
2669;207;239
2670;1018;239
2671;218;239
2672;218;239
2673;224;239
2674;206;239
2675;210;239
2676;199;239
2677;235;239
2678;194;239
2679;210;239
2680;216;239
2681;207;239
2682;211;239
2683;197;239
2684;202;239
2685;223;239
2686;194;239
2687;213;239
2688;222;239
2689;201;239
2690;200;239
2691;223;239
2692;196;239
2693;211;239
2694;219;239
2695;210;239
2696;204;239
2697;231;239
2698;223;239
2699;188;239
2700;203;239
2701;206;239
2702;204;239
2703;215;239
2704;227;239
2705;197;239
2706;221;239
2707;220;239
2708;211;239
2709;212;239
2710;198;239
2711;198;239
2712;215;239
2713;196;239
2714;213;239
2715;214;239
2716;205;239
2717;204;239
2718;702;239
2719;201;239
2720;226;239
2721;517;239
2722;233;239
2723;200;239
2724;203;239
2725;230;239
2726;200;239
2727;224;239
2728;188;239
2729;213;239
2730;218;239
2731;213;239
2732;210;239
2733;199;239
2734;203;239
2735;229;239
2736;195;239
2737;223;239
2738;191;239
2739;213;239
2740;213;239
2741;680;239
2742;210;239
2743;229;239
2744;199;239
2745;217;239
2746;209;239
2747;212;239
2748;199;239
2749;200;239
2750;226;239
2751;193;239
2752;214;239
2753;220;239
2754;207;239
2755;217;239
2756;229;239
2757;200;239
2758;229;239
2759;189;239
2760;214;239
2761;214;239
2762;204;239
2763;207;239
2764;234;239
2765;200;239
2766;215;239
2767;213;239
2768;1226;239
2769;217;239
2770;209;239
2771;200;239
2772;203;239
2773;232;239
2774;199;239
2775;219;239
2776;220;239
2777;203;239
2778;208;239
2779;203;239
2780;203;239
2781;228;239
2782;188;239
2783;215;239
2784;220;239
2785;203;239
2786;212;239
2787;235;239
2788;206;239
2789;221;239
2790;191;239
2791;209;239
2792;216;239
2793;201;239
2794;206;239
2795;232;239
2796;201;239
2797;214;239
2798;219;239
2799;210;239
2800;213;239
2801;195;239
2802;195;239
2803;224;239
2804;193;239
2805;215;239
2806;215;239
2807;214;239
2808;223;239
2809;231;239
2810;681;239
2811;217;239
2812;226;239
2813;204;239
2814;216;239
2815;202;239
2816;206;239
2817;218;239
2818;195;239
2819;232;239
2820;233;239
2821;686;239
2822;231;239
2823;191;239
2824;226;239
2825;216;239
2826;207;239
2827;210;239
2828;201;239
2829;201;239
2830;224;239
2831;196;239
2832;211;239
2833;215;239
2834;219;239
2835;209;239
2836;225;239
2837;197;239
2838;695;239
2839;192;239
2840;204;239
2841;209;239
2842;198;239
2843;230;239
2844;196;239
2845;210;239
2846;222;239
2847;210;239
2848;214;239
2849;193;239
2850;194;239
2851;223;239
2852;196;239
2853;210;239
2854;217;239
2855;217;239
2856;204;239
2857;233;239
2858;200;239
2859;221;239
2860;232;239
2861;211;239
2862;206;239
2863;201;239
2864;219;239
2865;188;239
2866;209;239
2867;582;239
2868;194;239
2869;204;239
2870;216;239
2871;192;239
2872;215;239
2873;216;239
2874;205;239
2875;209;239
2876;221;239
2877;198;239
2878;212;239
2879;225;239
2880;208;239
2881;212;239
2882;196;239
2883;200;239
2884;702;239
2885;194;239
2886;220;239
2887;217;239
2888;208;239
2889;237;239
2890;196;239
2891;213;239
2892;189;239
2893;216;239
2894;219;239
2895;196;239
2896;205;239
2897;227;239
2898;207;239
2899;215;239
2900;185;239
2901;210;239
2902;217;239
2903;267;239
2904;206;239
2905;231;239
2906;200;239
2907;215;239
2908;219;239
2909;208;239
2910;231;239
2911;210;239
2912;213;239
2913;191;239
2914;215;239
2915;217;239
2916;935;239
2917;228;239
2918;200;239
2919;200;239
2920;220;239
2921;190;239
2922;216;239
2923;222;239
2924;203;239
2925;207;239
2926;197;239
2927;205;239
2928;221;239
2929;194;239
2930;210;239
2931;220;239
2932;197;239
2933;203;239
2934;230;239
2935;200;239
2936;365;239
2937;673;239
2938;228;239
2939;217;239
2940;195;239
2941;202;239
2942;225;239
2943;195;239
2944;215;239
2945;220;239
2946;207;239
2947;212;239
2948;392;239
2949;2084;239
2950;1511;240
2951;4128;241
2952;213;241
2953;228;241
2954;197;241
2955;222;241
2956;218;241
2957;236;241
2958;210;241
2959;218;241
2960;200;241
2961;223;241
2962;208;241
2963;224;241
2964;217;241
2965;433;241
2966;213;241
2967;223;241
2968;687;241
2969;224;241
2970;194;241
2971;217;241
2972;220;241
2973;217;241
2974;219;241
2975;210;241
2976;211;241
2977;201;241
2978;204;241
2979;232;241
2980;203;241
2981;215;241
2982;190;241
2983;216;241
2984;217;241
2985;204;241
2986;209;241
2987;230;241
2988;197;241
2989;223;241
2990;194;241
2991;217;241
2992;213;241
2993;204;241
2994;212;241
2995;192;241
2996;201;241
2997;231;241
2998;199;241
2999;208;241
3000;227;241
