Номер теста;Задержка сигнала (мкс);СРЕДНЯЯ задержка сигнала (мкс)
1577;198;247
1578;211;247
1579;220;247
1580;209;247
1581;207;247
1582;222;247
1583;194;247
1584;216;247
1585;220;247
1586;278;247
1587;205;247
1588;230;247
1589;203;247
1590;218;247
1591;220;247
1592;280;247
1593;206;247
1594;264;247
1595;221;247
1596;253;247
1597;199;247
1598;271;247
1599;192;247
1600;252;247
1601;213;247
1602;246;247
1603;199;247
1604;266;247
1605;229;247
1606;254;247
1607;212;247
1608;275;247
1609;196;247
1610;221;247
1611;185;247
1612;214;247
1613;212;247
1614;203;247
1615;203;247
1616;231;247
1617;221;247
1618;212;246
1619;226;246
1620;196;246
1621;200;246
1622;698;247
1623;195;247
1624;204;247
1625;210;247
1626;198;247
1627;224;247
1628;191;247
1629;210;247
1630;209;246
1631;234;246
1632;201;246
1633;224;246
1634;193;246
1635;205;246
1636;210;246
1637;198;246
1638;208;246
1639;217;246
1640;533;246
1641;204;246
1642;213;246
1643;196;246
1644;202;246
1645;232;246
1646;192;246
1647;207;246
1648;195;246
1649;199;246
1650;212;246
1651;223;246
1652;215;246
1653;209;246
1654;231;246
1655;199;246
1656;220;246
1657;223;246
1658;203;246
1659;206;246
1660;225;246
1661;197;246
1662;212;246
1663;220;246
1664;202;246
1665;206;246
1666;216;246
1667;194;246
1668;209;246
1669;201;246
1670;208;246
1671;223;246
1672;195;246
1673;216;246
1674;213;246
1675;200;246
1676;201;246
1677;214;246
1678;189;246
1679;209;246
1680;214;246
1681;230;246
1682;202;246
1683;222;245
1684;189;245
1685;205;245
1686;210;245
1687;199;245
1688;211;245
1689;1040;246
1690;207;246
1691;214;246
1692;223;246
1693;200;246
1694;206;246
1695;702;246
1696;194;246
1697;223;246
1698;220;246
1699;201;246
1700;250;246
1701;195;246
1702;218;246
1703;220;246
1704;206;246
1705;205;246
1706;233;246
1707;199;246
1708;213;246
1709;187;246
1710;209;246
1711;216;246
1712;198;246
1713;198;246
1714;220;246
1715;187;246
1716;202;246
1717;210;246
1718;202;245
1719;204;245
1720;219;245
1721;679;246
1722;215;246
1723;229;246
1724;197;246
1725;202;246
1726;230;246
1727;197;246
1728;211;246
1729;215;246
1730;681;246
1731;213;246
1732;194;246
1733;201;246
1734;221;246
1735;208;246
1736;213;246
1737;198;246
1738;200;246
1739;233;246
1740;194;246
1741;218;246
1742;226;246
1743;204;246
1744;209;246
1745;201;245
1746;204;245
1747;219;245
1748;189;245
1749;348;245
1750;215;245
1751;207;245
1752;206;245
1753;225;245
1754;196;245
1755;694;246
1756;218;246
1757;201;246
1758;209;246
1759;234;246
1760;220;246
1761;220;246
1762;207;245
1763;207;245
1764;230;245
1765;201;245
1766;221;245
1767;190;245
1768;204;245
1769;210;245
1770;201;245
1771;205;245
1772;223;245
1773;188;245
1774;212;245
1775;226;245
1776;199;245
1777;207;245
1778;225;245
1779;192;245
1780;208;245
1781;207;245
1782;209;245
1783;220;245
1784;196;245
1785;219;245
1786;220;245
1787;211;245
1788;321;245
1789;228;245
1790;204;245
1791;221;245
1792;194;245
1793;213;245
1794;214;245
1795;205;245
1796;209;245
1797;224;245
1798;202;245
1799;216;245
1800;220;245
1801;208;245
1802;202;245
1803;199;245
1804;215;245
1805;193;245
1806;211;245
1807;220;245
1808;203;245
1809;210;245
1810;226;245
1811;194;245
1812;219;245
1813;225;245
1814;203;245
1815;209;245
1816;198;244
1817;203;244
1818;219;244
1819;188;244
1820;214;244
1821;221;244
1822;199;244
1823;227;244
1824;192;244
1825;208;244
1826;198;244
1827;211;244
1828;210;244
1829;198;244
1830;204;244
1831;219;244
1832;194;244
1833;219;244
1834;220;244
1835;203;244
1836;210;244
1837;214;244
1838;203;244
1839;229;244
1840;192;244
1841;220;244
1842;222;244
1843;206;244
1844;226;244
1845;210;244
1846;212;244
1847;220;244
1848;211;244
1849;207;244
1850;236;244
1851;204;244
1852;228;244
1853;188;244
1854;210;244
1855;215;244
1856;200;244
1857;197;244
1858;222;244
1859;191;244
1860;205;244
1861;209;244
1862;214;244
1863;208;244
1864;219;244
1865;214;244
1866;216;244
1867;199;244
1868;207;243
1869;228;243
1870;195;243
1871;217;243
1872;221;243
1873;203;243
1874;207;243
1875;235;243
1876;203;243
1877;219;243
1878;202;243
1879;211;243
1880;220;243
1881;201;243
1882;208;243
1883;227;243
1884;196;243
1885;219;243
1886;268;243
1887;210;243
1888;265;243
1889;196;243
1890;262;243
1891;211;243
1892;688;243
1893;217;243
1894;248;243
1895;202;243
1896;199;243
1897;201;243
1898;223;243
1899;187;243
1900;217;243
1901;220;243
1902;202;243
1903;201;243
1904;234;243
1905;195;243
1906;213;243
1907;211;243
1908;682;243
1909;206;243
1910;226;243
1911;194;243
1912;224;243
1913;211;243
1914;213;243
1915;228;243
1916;196;243
1917;222;243
1918;191;243
1919;212;243
1920;215;243
1921;193;243
1922;199;243
1923;225;243
1924;195;243
1925;206;243
1926;215;243
1927;205;243
1928;209;243
1929;222;243
1930;203;243
1931;217;243
1932;219;243
1933;199;243
1934;1031;243
1935;212;243
1936;216;243
1937;221;243
1938;206;243
1939;208;243
1940;220;243
1941;272;243
1942;216;243
1943;221;243
1944;203;243
1945;208;243
1946;227;243
1947;202;243
1948;216;243
1949;184;243
1950;210;243
1951;212;243
1952;229;243
1953;687;243
1954;223;243
1955;224;243
1956;216;243
1957;695;244
1958;198;244
1959;205;243
1960;218;243
1961;220;243
1962;209;243
1963;208;243
1964;224;243
1965;190;243
1966;215;243
1967;215;243
1968;195;243
1969;204;243
1970;702;244
1971;190;244
1972;206;243
1973;211;243
1974;676;244
1975;204;244
1976;218;244
1977;187;244
1978;210;244
1979;197;244
1980;204;244
1981;219;244
1982;201;244
1983;215;244
1984;217;244
1985;227;244
1986;266;244
1987;191;243
1988;263;243
1989;211;243
1990;255;243
1991;205;243
1992;265;243
1993;193;243
1994;258;243
1995;214;243
1996;268;243
1997;2468;245
1999;698;245
2000;212;245
2001;213;245
2002;200;245
2003;203;245
2004;230;245
2005;198;245
2006;227;245
2007;224;245
2008;209;245
2009;210;245
2010;199;245
2011;204;245
2012;215;245
2013;191;245
2014;693;245
2015;212;245
2016;196;245
2017;203;245
2018;226;245
2019;213;245
2020;215;245
2021;203;245
2022;204;245
2023;227;245
2024;198;245
2025;214;245
2026;218;245
2027;200;245
2028;203;245
2029;229;245
2030;200;244
2031;213;244
2032;249;244
2033;207;244
2034;220;244
2035;192;244
2036;201;244
2037;214;244
2038;184;244
2039;211;244
2040;199;244
2041;206;244
2042;222;244
2043;187;244
2044;214;244
2045;212;244
2046;203;244
2047;206;244
2048;220;244
2049;192;244
2050;216;244
2051;218;244
2052;199;244
2053;204;244
2054;228;244
2055;202;244
2056;218;244
2057;189;244
2058;211;244
2059;216;244
2060;204;244
2061;233;244
2062;200;244
2063;214;244
2064;189;244
2065;218;244
2066;214;244
2067;209;244
2068;212;244
2069;228;244
2070;197;244
2071;219;244
2072;196;244
2073;210;244
2074;215;244
2075;207;244
2076;209;244
2077;222;244
2078;199;244
2079;219;244
2080;223;244
2081;224;244
2082;216;244
2083;204;244
2084;228;244
2085;201;244
2086;208;244
2087;218;244
2088;207;244
2089;212;244
2090;223;244
2091;196;243
2092;220;243
2093;197;243
2094;206;243
2095;215;243
2096;204;243
2097;206;243
2098;222;243
2099;194;243
2100;216;243
2101;228;243
2102;207;243
2103;202;243
2104;206;243
2105;230;243
2106;192;243
2107;222;243
2108;233;243
2109;210;243
2110;215;243
2111;199;243
