Номер теста;Задержка включения (us);СРЕДНЯЯ задержка включения (us);Задержка спада (us);СРЕДНЯЯ задержка спада (us);Длительность ответа (us);СРЕДНЯЯ длительность ответа (us)
923;20;23;18;22;250001;250002
924;11;23;9;22;250001;250002
925;11;23;9;22;250001;250002
926;11;23;14;22;250006;250002
927;12;23;13;22;250001;250002
928;11;23;14;22;250006;250002
929;11;23;9;22;250001;250002
930;11;23;9;22;250001;250002
931;12;23;9;22;249997;250002
932;11;23;9;22;250001;250002
933;11;23;9;22;250001;250002
934;7;23;13;22;250010;250002
935;15;23;9;22;249997;250002
936;7;23;9;22;250006;250002
937;15;23;14;22;250002;250002
938;7;23;9;22;250006;250002
939;12;23;249;23;250237;250002
940;11;23;14;23;250006;250002
941;11;23;5;22;249997;250002
942;7;23;9;22;250002;250002
943;11;23;9;22;250001;250002
944;7;23;9;22;250006;250002
945;12;23;9;22;249997;250002
946;11;23;9;22;250001;250002
947;7;23;9;22;250006;250002
948;11;23;14;22;250006;250002
949;11;23;9;22;250001;250002
950;11;23;14;22;250006;250002
951;7;23;13;22;250010;250002
952;11;23;14;22;250006;250002
953;12;23;13;22;250001;250002
954;16;23;13;22;250001;250002
955;11;23;14;22;250006;250002
956;11;23;14;22;250006;250002
957;7;23;13;22;250010;250002
958;11;23;9;22;250001;250002
959;15;23;9;22;249997;250002
960;7;23;4;22;250001;250002
961;7;23;13;22;250010;250002
962;11;23;9;22;250001;250002
963;7;23;13;22;250010;250002
964;11;23;9;22;250001;250002
965;11;23;14;22;250006;250002
966;11;23;9;22;250001;250002
967;7;23;9;22;250006;250002
968;11;23;14;22;250006;250002
969;7;23;9;22;250006;250002
970;11;23;14;22;250006;250002
971;7;23;9;22;250006;250002
972;15;23;14;22;250002;250002
973;11;23;14;22;250006;250002
974;11;23;14;22;250006;250002
975;11;23;14;22;250006;250002
976;15;23;9;22;249997;250002
977;11;23;14;22;250006;250002
978;11;22;9;22;250001;250002
979;7;22;9;22;250006;250002
980;11;22;14;22;250006;250002
981;7;22;13;22;250010;250002
982;11;22;9;22;250001;250002
983;11;22;9;22;250001;250002
984;7;22;9;22;250006;250002
985;15;22;9;22;249997;250002
986;15;22;9;22;249997;250002
987;11;22;18;22;250010;250002
988;12;22;13;22;250001;250002
989;7;22;13;22;250010;250002
990;7;22;13;22;250010;250002
991;12;22;13;22;250001;250002
992;11;22;9;22;250001;250002
993;11;22;9;22;250001;250002
994;7;22;9;22;250006;250002
995;649;23;14;22;249368;250001
996;15;23;9;22;249997;250001
997;12;23;13;22;250001;250001
998;11;23;9;22;250001;250001
999;7;23;9;22;250006;250001
1000;11;23;5;22;249997;250001
1001;12;23;9;22;249997;250001
1002;11;23;9;22;250001;250001
1003;11;23;14;22;250006;250001
1004;11;23;14;22;250006;250001
1005;15;23;9;22;249997;250001
1006;11;23;14;22;250006;250001
1007;7;23;13;22;250010;250001
1008;7;23;13;22;250010;250001
1009;11;23;9;22;250001;250001
1010;15;23;9;22;249997;250001
1011;11;23;9;22;250001;250001
1012;11;23;14;22;250006;250001
1013;11;23;14;22;250006;250001
1014;11;23;9;22;250001;250001
1015;7;23;13;22;250010;250001
1016;7;23;13;22;250010;250001
1017;7;23;9;22;250006;250001
1018;7;23;9;22;250006;250001
1019;15;23;14;22;250002;250001
1020;12;23;13;22;250001;250001
1021;12;23;9;22;249997;250001
1022;11;23;9;22;250001;250001
1023;7;23;13;22;250010;250001
1024;7;23;13;22;250010;250001
1025;12;23;13;22;250001;250001
1026;11;23;9;22;250001;250001
1027;15;23;9;22;249997;250001
1028;15;23;14;21;250002;250001
1029;11;22;9;21;250001;250001
1030;15;22;9;21;249997;250001
1031;7;22;13;21;250010;250001
1032;15;22;9;21;249997;250001
1033;7;22;13;21;250006;250001
1034;11;22;14;21;250006;250001
1035;11;22;9;21;250001;250001
1036;11;22;9;21;250001;250001
1037;11;22;9;21;250001;250001
1038;11;22;9;21;250001;250001
1039;11;22;9;21;250001;250001
1040;15;22;9;21;249997;250001
1041;15;22;9;21;249997;250001
1042;7;22;13;21;250010;250001
1043;11;22;9;21;250001;250001
1044;11;22;14;21;250006;250001
1045;7;22;13;21;250010;250001
1046;11;22;14;21;250006;250001
1047;11;22;14;21;250006;250001
1048;15;22;9;21;249997;250001
1049;7;22;13;21;250006;250001
1050;7;22;9;21;250006;250001
1051;11;22;14;21;250006;250001
1052;12;22;9;21;249997;250001
1053;11;22;14;21;250006;250001
1054;7;22;13;21;250010;250001
1055;7;22;9;21;250002;250001
1056;15;22;9;21;249997;250001
1057;7;22;13;21;250010;250001
1058;11;22;9;21;250001;250001
1059;15;22;14;21;250002;250001
1060;7;22;17;21;250014;250001
1061;11;22;9;21;250001;250001
1062;7;22;9;21;250002;250001
1063;7;22;9;21;250006;250001
1064;11;22;9;21;250001;250001
1065;11;22;14;21;250006;250001
1066;15;22;9;21;249997;250001
1067;11;22;304;21;250296;250002
1068;15;22;14;21;250002;250002
1069;16;22;9;21;249997;250002
1070;7;22;9;21;250006;250002
1071;11;22;9;21;250001;250002
1072;542;23;13;21;249472;250001
1073;7;22;9;21;250006;250001
1074;11;22;14;21;250006;250001
1075;7;22;9;21;250006;250001
1076;11;22;14;21;250006;250001
1077;11;22;9;21;250001;250001
1078;7;22;13;21;250010;250001
1079;15;22;9;21;249997;250001
1080;15;22;14;21;250002;250001
1081;11;22;9;21;250001;250001
1082;7;22;13;21;250010;250001
1083;11;22;14;21;250006;250001
1084;11;22;14;21;250006;250001
1085;7;22;9;21;250006;250001
1086;11;22;14;21;250006;250001
1087;7;22;9;21;250002;250001
1088;7;22;13;21;250006;250001
1089;7;22;9;21;250006;250001
1090;11;22;14;21;250006;250001
1091;11;22;9;21;250001;250001
1092;11;22;9;21;250001;250001
1093;15;22;14;21;250002;250001
1094;15;22;14;21;250002;250001
1095;7;22;13;21;250006;250001
1096;16;22;13;21;250001;250001
1097;7;22;13;21;250010;250001
1098;11;22;9;21;250001;250001
1099;7;22;13;21;250010;250001
1100;11;22;14;21;250006;250001
1101;16;22;13;21;250001;250001
1102;12;22;9;21;249997;250001
1103;11;22;9;21;250001;250001
1104;11;22;14;21;250006;250001
1105;7;22;13;21;250010;250001
1106;11;22;9;21;250001;250001
1107;11;22;14;21;250006;250001
1108;7;22;9;21;250006;250001
1109;12;22;13;21;250001;250001
1110;11;22;14;21;250006;250001
1111;15;22;9;21;249997;250001
1112;12;22;13;21;250001;250001
1113;16;22;13;21;250001;250001
1114;7;22;9;21;250006;250001
1115;11;22;14;21;250006;250001
1116;11;22;14;21;250006;250001
1117;2255;24;9;21;247754;249999
1118;11;24;14;21;250006;249999
1119;7;24;13;21;250010;249999
1120;11;24;9;21;250001;249999
1121;11;24;5;21;249997;249999
1122;7;24;13;21;250006;249999
1123;694;25;9;21;249317;249999
1124;11;25;14;21;250006;249999
1125;15;25;18;21;250006;249999
1126;11;25;9;21;250001;249999
1127;11;24;9;21;250001;249999
1128;7;24;58;21;250055;249999
1129;12;24;62;21;250050;249999
1130;7;24;42;21;250039;249999
1131;7;24;50;21;250047;249999
1132;7;24;29;21;250026;249999
1133;7;24;21;21;250018;249999
1134;7;24;25;21;250018;249999
1135;7;24;21;21;250018;249999
1136;15;24;14;21;250002;249999
1137;12;24;13;21;250001;249999
1138;15;24;9;21;249997;249999
1139;7;24;13;21;250006;249999
1140;11;24;14;21;250006;249999
1141;12;24;9;21;249997;249999
1142;12;24;13;21;250001;249999
1143;15;24;5;21;249993;249999
1144;7;24;9;21;250006;249999
1145;11;24;14;21;250006;249999
1146;7;24;9;21;250006;249999
1147;11;24;9;21;250001;249999
1148;11;24;14;21;250006;249999
1149;15;24;9;21;249997;249999
1150;11;24;14;21;250006;249999
1151;7;24;9;21;250006;249999
1152;11;24;14;21;250006;249999
1153;7;24;17;21;250010;249999
1154;7;24;9;21;250006;249999
1155;7;24;13;21;250010;249999
1156;7;24;13;21;250010;249999
1157;7;24;13;21;250010;249999
1158;11;24;9;21;250001;249999
1159;11;24;9;21;250001;249999
1160;11;24;14;21;250006;249999
1161;7;24;13;21;250010;249999
1162;15;24;14;21;250002;249999
1163;12;24;13;21;250001;249999
1164;16;24;9;21;249997;249999
1165;11;24;14;21;250006;249999
1166;15;24;9;21;249997;249999
1167;12;24;13;21;250001;249999
1168;11;24;18;21;250010;249999
1169;7;24;9;21;250006;249999
1170;15;24;9;21;249997;249999
1171;7;24;13;21;250010;249999
1172;7;24;13;21;250010;249999
1173;11;24;9;21;250001;249999
1174;11;24;9;21;250001;249999
1175;12;24;9;21;249997;249999
1176;11;24;14;21;250006;249999
1177;7;24;9;21;250006;249999
1178;15;24;14;21;250002;249999
1179;11;24;14;21;250006;249999
1180;16;24;13;21;250001;249999
1181;11;24;9;21;250001;249999
1182;11;24;9;21;250001;249999
1183;11;24;9;21;250001;249999
1184;11;24;9;21;250001;249999
1185;16;24;13;21;250001;249999
1186;7;24;9;21;250006;249999
1187;11;24;18;21;250010;249999
1188;11;24;9;21;250001;249999
1189;11;24;14;20;250006;249999
1190;15;24;14;20;250002;249999
1191;11;24;14;20;250006;249999
1192;11;24;9;20;250001;249999
1193;11;24;9;20;250001;249999
1194;7;24;9;20;250006;249999
1195;11;24;333;21;250325;249999
1196;15;24;14;21;250002;249999
1197;7;24;62;21;250055;249999
1198;15;24;9;21;249997;249999
1199;15;24;9;21;249997;249999
1200;7;24;9;21;250006;249999
1201;16;24;13;21;250001;249999
1202;11;24;14;21;250006;249999
1203;11;24;14;21;250006;249999
1204;7;24;13;21;250010;249999
1205;11;24;9;21;250001;249999
1206;11;24;14;21;250006;249999
1207;15;24;14;21;250002;249999
1208;7;24;13;21;250010;249999
1209;12;24;9;21;249997;249999
1210;11;24;9;21;250001;249999
1211;15;24;9;21;249997;249999
1212;11;23;14;21;250006;249999
1213;7;23;9;21;250006;249999
1214;11;23;9;21;250001;249999
1215;12;23;13;21;250001;249999
1216;7;23;13;21;250010;249999
1217;11;23;9;21;250001;249999
1218;7;23;9;21;250006;249999
1219;11;23;14;21;250006;250000
1220;16;23;13;21;250001;250000
1221;11;23;9;21;250001;250000
1222;7;23;4;21;250001;250000
1223;7;23;9;21;250006;250000
1224;11;23;9;21;250001;250000
1225;15;23;18;21;250006;250000
1226;7;23;9;21;250006;250000
1227;12;23;9;20;249997;250000
1228;15;23;14;20;250002;250000
1229;11;23;14;20;250006;250000
1230;15;23;14;20;250002;250000
1231;11;23;9;20;250001;250000
1232;11;23;14;20;250006;250000
1233;12;23;13;20;250001;250000
1234;20;23;14;20;249997;250000
1235;11;23;9;20;250001;250000
1236;16;23;9;20;249997;250000
1237;11;23;9;20;250001;250000
1238;11;23;9;20;250001;250000
1239;7;23;13;20;250010;250000
1240;11;23;14;20;250006;250000
1241;7;23;9;20;250006;250000
1242;11;23;9;20;250001;250000
1243;7;23;9;20;250006;250000
1244;7;23;9;20;250002;250000
1245;11;23;9;20;250001;250000
1246;11;23;14;20;250006;250000
1247;11;23;14;20;250006;250000
1248;11;23;14;20;250006;250000
1249;11;23;18;20;250010;250000
1250;11;23;9;20;250001;250000
1251;744;24;9;20;249266;249999
1252;11;24;9;20;250001;249999
1253;11;24;9;20;250001;249999
1254;11;24;14;20;250006;249999
1255;7;24;9;20;250002;249999
1256;7;24;13;20;250010;249999
1257;12;24;13;20;250001;249999
1258;11;24;18;20;250010;249999
1259;15;24;9;20;249997;249999
1260;15;24;14;20;250002;249999
1261;7;24;13;20;250010;249999
1262;11;24;9;20;250001;249999
1263;7;24;13;20;250010;249999
1264;15;24;9;20;249997;249999
1265;12;24;13;20;250001;249999
1266;11;24;14;20;250006;249999
1267;15;24;9;20;249997;249999
1268;11;23;9;20;250001;249999
1269;7;23;9;20;250006;249999
1270;11;23;14;20;250006;249999
1271;15;23;9;20;249997;249999
1272;7;23;13;20;250006;249999
1273;11;23;9;20;250001;249999
1274;15;23;14;20;250002;249999
1275;15;23;9;20;249997;249999
1276;11;23;9;20;250001;249999
1277;7;23;13;20;250010;249999
1278;7;23;13;20;250010;249999
1279;11;23;9;20;250001;249999
1280;15;23;9;20;249997;249999
1281;15;23;14;20;250002;249999
1282;7;23;9;20;250006;249999
1283;15;23;9;20;249997;249999
1284;15;23;9;20;249997;249999
1285;11;23;14;20;250006;249999
1286;7;23;13;20;250010;249999
1287;12;23;13;20;250001;249999
1288;7;23;13;20;250010;249999
1289;15;23;14;20;250002;249999
1290;11;23;9;20;250001;249999
1291;15;23;14;20;250002;249999
1292;7;23;13;20;250010;249999
1293;11;23;14;20;250006;249999
1294;7;23;9;20;250006;249999
1295;15;23;14;20;250002;249999
1296;7;23;9;20;250006;249999
1297;11;23;9;20;250001;249999
1298;11;23;9;20;250001;249999
1299;7;23;13;20;250010;249999
1300;7;23;9;20;250006;249999
1301;7;23;13;20;250010;249999
1302;12;23;13;20;250001;249999
1303;7;23;9;20;250006;249999
1304;12;23;13;20;250001;249999
1305;7;23;9;20;250006;249999
1306;11;23;9;20;250001;249999
1307;7;23;9;20;250006;249999
1308;15;23;18;20;250006;249999
1309;11;23;9;20;250001;249999
1310;11;23;9;20;250001;249999
1311;12;23;9;20;249997;249999
1312;11;23;9;20;250001;249999
1313;11;23;9;20;250001;249999
1314;7;23;9;20;250002;249999
1315;15;23;9;20;249997;249999
1316;15;23;9;20;249997;249999
1317;15;23;9;20;249997;249999
1318;11;23;14;20;250006;249999
1319;11;23;14;20;250006;249999
1320;11;23;9;20;250001;249999
1321;11;23;5;20;249997;249999
1322;11;23;14;20;250006;249999
1323;15;23;370;20;250358;249999
1324;11;23;14;20;250006;249999
1325;7;23;9;20;250006;249999
1326;7;23;13;20;250010;249999
1327;7;23;13;20;250006;249999
1328;11;23;9;20;250001;249999
1329;11;23;9;20;250001;249999
1330;7;23;13;20;250010;249999
1331;15;23;9;20;249997;249999
1332;15;23;9;20;249997;249999
1333;7;23;9;20;250006;249999
1334;11;23;14;20;250006;249999
1335;11;23;14;20;250006;249999
1336;7;23;9;20;250006;249999
1337;11;23;9;20;250001;249999
1338;11;23;9;20;250001;249999
1339;11;23;14;20;250006;250000
1340;69;23;13;20;249946;249999
1341;52;23;14;20;249964;249999
1342;48;23;9;20;249964;249999
1343;40;23;9;20;249972;249999
1344;28;23;14;20;249989;249999
1345;40;23;9;20;249972;249999
1346;11;23;14;20;250006;249999
1347;7;23;13;20;250006;249999
1348;11;23;9;20;250001;249999
1349;11;23;14;20;250006;249999
1350;15;23;9;20;249997;249999
1351;16;23;13;20;250001;249999
1352;15;23;9;20;249997;249999
1353;15;23;9;20;249997;249999
1354;7;23;9;20;250006;249999
1355;11;23;9;20;250001;249999
1356;7;23;13;20;250010;249999
1357;11;23;9;20;250001;249999
1358;15;23;9;20;249997;249999
1359;15;23;14;20;250002;249999
1360;12;23;9;20;249997;249999
1361;7;23;9;20;250006;249999
1362;11;23;9;20;250001;249999
1363;7;23;13;20;250010;249999
1364;195;23;9;20;249814;249999
1365;11;23;9;20;250001;249999
1366;11;23;14;20;250006;249999
1367;16;23;13;20;250001;249999
1368;11;23;14;20;250006;249999
1369;12;23;9;20;249997;249999
1370;15;23;9;20;249997;249999
1371;11;23;14;20;250006;249999
1372;11;23;9;20;250001;249999
1373;15;23;14;20;250002;249999
1374;15;23;14;20;250002;249999
1375;15;23;14;20;250002;249999
1376;15;23;14;20;250002;249999
1377;11;23;9;20;250001;249999
1378;11;23;18;20;250010;249999
1379;773;23;9;20;249237;249999
1380;15;23;14;20;250002;249999
1381;11;23;14;20;250006;249999
1382;12;23;13;20;250001;249999
1383;11;23;14;20;250006;249999
1384;7;23;13;20;250010;249999
1385;11;23;14;20;250006;249999
1386;7;23;13;20;250006;249999
1387;11;23;14;20;250006;249999
1388;12;23;9;20;249997;249999
1389;11;23;14;20;250006;249999
1390;11;23;14;20;250006;249999
1391;7;23;13;20;250010;249999
1392;15;23;14;20;250002;249999
1393;12;23;13;20;250001;249999
1394;11;23;9;20;250001;249999
1395;11;23;9;20;250001;249999
1396;16;23;13;20;250001;249999
1397;11;23;9;20;250001;249999
1398;11;23;9;20;250001;249999
1399;15;23;9;20;249997;249999
1400;7;23;13;20;250010;249999
1401;11;23;9;20;250001;249999
1402;11;23;9;20;250001;249999
1403;15;23;14;20;250002;249999
1404;12;23;9;20;249997;249999
1405;12;23;13;20;250001;249999
1406;11;23;14;20;250006;249999
1407;11;23;9;20;250001;249999
1408;12;23;13;20;250001;249999
1409;7;23;13;19;250010;249999
1410;11;23;14;19;250006;249999
1411;7;23;9;19;250006;249999
1412;12;23;13;19;250001;249999
1413;12;23;13;19;250001;249999
1414;11;23;14;19;250006;249999
1415;15;23;14;19;250002;249999
1416;11;23;14;19;250006;249999
1417;11;23;14;19;250006;249999
1418;11;23;14;19;250006;249999
1419;15;23;9;19;249997;249999
1420;15;23;14;19;250002;249999
1421;15;23;9;19;249997;249999
1422;11;23;14;19;250006;249999
1423;11;23;14;19;250006;249999
1424;11;23;14;19;250006;249999
1425;7;23;9;19;250006;249999
1426;7;23;13;19;250010;249999
1427;11;23;14;19;250006;249999
1428;15;23;14;19;250002;249999
1429;15;23;9;19;249997;249999
1430;15;23;18;19;250006;249999
1431;11;23;9;19;250001;249999
1432;15;23;14;19;250002;249999
1433;12;23;13;19;250001;249999
1434;11;23;9;19;250001;249999
1435;15;23;14;19;250002;249999
1436;15;23;9;19;249997;249999
1437;15;23;14;19;250002;249999
1438;15;23;9;19;249997;249999
1439;15;23;14;19;250002;249999
1440;15;23;14;19;250002;249999
1441;7;23;17;19;250010;249999
1442;7;23;765;20;250762;249999
1443;11;23;9;20;250001;249999
1444;11;23;9;20;250001;249999
1445;7;23;66;20;250063;249999
1446;15;23;55;20;250043;250000
1447;16;23;46;20;250034;250000
1448;11;23;30;20;250022;250000
1449;11;23;26;20;250018;250000
1450;15;23;26;20;250014;250000
1451;15;23;34;20;250022;250000
1452;11;23;9;20;250001;250000
1453;12;23;9;20;249997;250000
1454;11;23;18;20;250010;250000
1455;15;23;9;20;249997;250000
1456;11;23;14;20;250006;250000
1457;12;23;9;20;249997;250000
1458;11;23;14;20;250006;250000
1459;15;23;9;20;249997;250000
1460;11;23;18;20;250010;250000
1461;7;23;13;20;250010;250000
1462;11;23;14;20;250006;250000
1463;11;23;9;20;250001;250000
1464;7;23;13;20;250010;250000
1465;11;23;9;20;250001;250000
1466;11;23;9;20;250001;250000
1467;16;23;13;20;250001;250000
1468;12;23;9;20;249997;250000
1469;11;23;9;20;250001;250000
1470;7;23;13;20;250010;250000
1471;7;23;9;20;250006;250000
1472;7;23;9;20;250006;250000
1473;11;23;14;20;250006;250000
1474;11;23;9;20;250001;250000
1475;7;22;13;20;250010;250000
1476;11;22;9;20;250001;250000
1477;11;22;9;20;250001;250000
1478;7;22;13;20;250010;250000
1479;15;22;14;20;250002;250000
1480;15;22;14;20;250002;250000
1481;7;22;13;20;250010;250000
1482;15;22;9;20;249997;250000
1483;11;22;9;20;250001;250000
1484;15;22;14;20;250002;250000
1485;15;22;14;20;250002;250000
1486;15;22;9;20;249997;250000
1487;16;22;9;20;249997;250000
1488;11;22;9;20;250001;250000
1489;15;22;9;20;249997;250000
1490;12;22;13;20;250001;250000
1491;11;22;14;20;250006;250000
1492;16;22;9;20;249997;250000
1493;16;22;13;20;250001;250000
1494;11;22;14;20;250006;250000
1495;7;22;9;20;250006;250000
1496;7;22;9;20;250006;250000
1497;11;22;9;20;250001;250000
1498;11;22;9;20;250001;250000
1499;15;22;9;20;249997;250000
1500;11;22;9;20;250001;250000
1501;11;22;9;20;250001;250000
1502;12;22;9;20;249997;250000
1503;11;22;14;20;250006;250000
1504;7;22;13;20;250010;250000
1505;15;22;14;20;250002;250000
1506;15;22;9;20;249997;250000
1507;15;22;14;20;250002;250000
1508;15;22;9;20;249997;250000
1509;7;22;5;20;249998;250000
1510;12;22;13;20;250001;250000
1511;15;22;9;20;249997;250000
1512;15;22;9;20;249997;250000
1513;16;22;13;20;250001;250000
1514;7;22;13;20;250006;250000
1515;15;22;9;20;249997;250000
1516;11;22;14;20;250006;250000
1517;11;22;14;20;250006;250000
1518;11;22;14;20;250006;250000
1519;15;22;14;20;250002;250000
1520;11;22;9;20;250001;250000
1521;11;22;9;20;250001;250000
1522;7;22;13;20;250006;250000
1523;11;22;14;19;250006;250000
1524;11;22;14;19;250006;250000
1525;7;22;9;19;250006;250000
1526;15;22;9;19;249997;250000
1527;11;22;9;19;250001;250000
1528;11;22;14;19;250006;250000
1529;12;22;9;19;249997;250000
1530;11;22;9;19;250001;250000
1531;11;22;9;19;250001;250000
1532;7;22;13;19;250010;250000
1533;7;22;13;19;250006;250000
1534;11;22;9;19;250001;250000
1535;12;22;9;19;249997;250000
1536;7;22;13;19;250010;250000
1537;11;22;9;19;250001;250000
1538;11;22;9;19;250001;250000
1539;11;22;18;19;250010;250000
1540;7;22;13;19;250010;250000
1541;11;22;9;19;250001;250000
1542;7;22;13;19;250010;250000
1543;7;22;9;19;250006;250000
1544;11;22;14;19;250006;250000
1545;11;22;14;19;250006;250000
1546;11;22;9;19;250001;250000
1547;7;22;13;19;250010;250000
1548;11;22;9;19;250001;250000
1549;16;22;9;19;249997;250000
1550;11;22;9;19;250001;250000
1551;11;22;14;19;250006;250000
1552;7;22;13;19;250010;250000
1553;11;22;18;19;250010;250000
1554;11;22;9;19;250001;250000
1555;15;22;9;19;249997;250000
1556;7;22;9;19;250006;250000
1557;7;22;9;19;250006;250000
1558;15;22;14;19;250002;250000
1559;11;22;14;19;250006;250000
1560;11;22;9;19;250001;250000
1561;11;22;14;19;250006;250000
1562;7;22;278;19;250271;250000
1563;15;22;9;19;249997;250000
1564;15;22;9;19;249997;250000
1565;11;22;14;19;250006;250000
1566;11;22;9;19;250001;250000
1567;11;22;14;19;250006;250000
1568;11;22;14;19;250006;250000
1569;11;22;14;19;250006;250000
1570;11;22;14;19;250006;250000
1571;15;22;9;19;249997;250000
1572;11;22;14;19;250006;250000
1573;11;22;9;19;250001;250000
1574;7;22;9;19;250006;250000
1575;7;22;13;19;250010;250000
1576;7;22;13;19;250010;250000
1577;15;22;9;19;249997;250000
1578;7;22;9;19;250002;250000
1579;12;22;13;19;250001;250000
1580;11;22;9;19;250001;250000
1581;11;22;9;19;250001;250000
1582;7;22;13;19;250010;250000
1583;11;22;9;19;250001;250000
1584;11;22;14;19;250006;250000
1585;7;22;9;19;250002;250000
1586;11;22;14;19;250006;250000
1587;11;22;14;19;250006;250000
1588;15;22;9;19;249997;250000
1589;15;22;5;19;249993;250000
1590;7;22;9;19;250006;250000
1591;11;22;9;19;250001;250000
1592;11;22;9;19;250001;250000
1593;12;22;13;19;250001;250000
1594;7;22;9;19;250002;250000
1595;16;22;9;19;249997;250000
1596;11;22;9;19;250001;250000
1597;11;22;9;19;250001;250000
1598;7;22;9;19;250006;250000
1599;11;22;9;19;250001;250000
1600;11;22;9;19;250001;250000
1601;11;22;14;19;250006;250000
1602;11;22;14;19;250006;250000
1603;7;22;13;19;250010;250000
1604;11;22;14;19;250006;250000
1605;11;22;14;19;250006;250000
1606;11;22;9;19;250001;250000
1607;15;22;14;19;250002;250000
1608;16;22;13;19;250001;250000
1609;11;22;9;19;250001;250000
1610;11;22;14;19;250006;250000
1611;7;21;9;19;250006;250000
1612;15;21;9;19;249997;250000
1613;12;21;9;19;249997;250000
1614;11;21;9;19;250001;250000
1615;11;21;9;19;250001;250000
1616;11;21;14;19;250006;250000
1617;7;21;9;19;250006;250000
1618;11;21;14;19;250006;250000
1619;15;21;14;19;250002;250000
1620;15;21;9;19;249997;250000
1621;11;21;9;19;250001;250000
1622;11;21;14;19;250006;250000
1623;12;21;13;19;250001;250000
1624;11;21;14;19;250006;250000
1625;12;21;9;19;249997;250000
1626;11;21;9;19;250001;250000
1627;11;21;14;19;250006;250000
1628;12;21;9;19;249997;250000
1629;15;21;14;19;250002;250000
1630;7;21;9;19;250006;250000
1631;12;21;13;19;250001;250000
1632;11;21;14;19;250006;250000
1633;7;21;13;19;250010;250000
1634;11;21;14;19;250006;250000
1635;12;21;9;19;249997;250000
1636;11;21;14;19;250006;250000
1637;11;21;14;19;250006;250000
1638;11;21;9;19;250001;250000
1639;11;21;9;19;250001;250000
1640;15;21;14;19;250002;250000
1641;7;21;9;19;250002;250000
1642;69;21;9;19;249942;250000
1643;11;21;14;19;250006;250000
1644;15;21;14;19;250002;250000
1645;11;21;9;19;250001;250000
1646;15;21;9;19;249997;250000
1647;7;21;9;19;250006;250000
1648;7;21;13;19;250010;250000
1649;7;21;13;19;250010;250000
1650;11;21;9;19;250001;250000
1651;7;21;13;19;250010;250000
1652;11;21;14;19;250006;250000
1653;15;21;9;19;249997;250000
1654;11;21;14;19;250006;250000
1655;11;21;9;19;250001;250000
1656;7;21;9;19;250006;250000
1657;11;21;9;19;250001;250000
1658;56;21;5;19;249951;250000
1659;52;21;13;19;249964;250000
1660;48;21;9;19;249964;250000
1661;48;21;13;19;249968;250000
1662;28;21;9;19;249984;250000
1663;20;21;14;19;249997;250000
1664;24;21;13;19;249992;250000
1665;12;21;13;19;250001;250000
1666;7;21;17;19;250014;250000
1667;16;21;13;19;250001;250000
1668;7;21;13;19;250006;250000
1669;11;21;9;19;250001;250000
1670;11;21;9;19;250001;250000
1671;11;21;9;19;250001;250000
1672;15;21;14;19;250002;250000
1673;7;21;9;19;250002;250000
1674;11;21;9;19;250001;250000
1675;7;21;13;19;250010;250000
1676;11;21;14;19;250006;250000
1677;7;21;13;19;250010;250000
1678;16;21;9;19;249997;250000
1679;12;21;9;19;249997;250000
1680;11;21;9;19;250001;250000
1681;15;21;14;19;250002;250000
1682;11;21;14;19;250006;250000
1683;12;21;5;19;249993;250000
1684;11;21;9;19;250001;250000
1685;7;21;9;19;250006;250000
1686;11;21;9;19;250001;250000
1687;16;21;9;19;249997;250000
1688;11;21;18;19;250010;250000
1689;11;21;9;19;250001;250000
1690;11;21;320;19;250312;250000
1691;11;21;14;19;250006;250000
1692;11;21;9;19;250001;250000
1693;7;21;13;19;250010;250000
1694;11;21;14;19;250006;250000
1695;12;21;9;19;249997;250000
1696;16;21;13;19;250001;250000
1697;11;21;14;19;250006;250000
1698;15;21;14;19;250002;250000
1699;11;21;14;19;250006;250000
1700;12;21;9;19;249997;250000
1701;15;21;14;19;250002;250000
1702;7;21;13;19;250006;250000
1703;12;21;9;19;249997;250000
1704;11;21;14;19;250006;250000
1705;15;21;5;19;249993;250000
1706;15;21;9;19;249997;250000
1707;7;21;13;19;250010;250000
1708;11;21;14;19;250006;250000
1709;12;21;9;19;249997;250000
1710;11;21;14;19;250006;250000
1711;7;21;9;19;250002;250000
1712;7;21;9;19;250006;250000
1713;11;21;9;19;250001;250000
1714;11;21;14;19;250006;250000
1715;11;21;14;19;250006;250000
1716;12;21;13;19;250001;250000
1717;11;21;14;19;250006;250000
1718;11;21;18;19;250010;250000
1719;7;21;13;19;250010;250000
1720;11;21;9;19;250001;250000
1721;16;21;9;19;249997;250000
1722;7;21;13;19;250010;250000
1723;7;21;13;19;250010;250000
1724;7;21;13;19;250010;250000
1725;11;21;9;19;250001;250000
1726;11;21;9;19;250001;250000
1727;7;21;9;19;250006;250000
1728;7;21;13;19;250010;250000
1729;7;21;9;19;250006;250000
1730;11;21;14;19;250006;250000
1731;11;21;9;19;250001;250000
1732;12;21;13;19;250001;250000
1733;15;21;14;19;250002;250000
1734;12;21;9;19;249997;250000
1735;15;21;9;19;249997;250000
1736;7;21;9;19;250006;250000
1737;11;21;9;19;250001;250000
1738;7;21;4;19;250001;250000
1739;15;21;14;19;250002;250000
1740;11;21;9;19;250001;250000
1741;12;21;13;19;250001;250000
1742;11;21;9;19;250001;250000
1743;12;21;17;19;250005;250000
1744;15;21;9;19;249997;250000
