Номер теста;Задержка включения (us);СРЕДНЯЯ задержка включения (us);Задержка спада (us);СРЕДНЯЯ задержка спада (us);Длительность ответа (us);СРЕДНЯЯ длительность ответа (us)
1;11;11;1894;1894;251886;251886
2;2284;1147;13;953;247733;249809
3;11;768;18;641;250010;249876
4;15;580;791;679;250779;250102
5;1227;709;17;546;248790;249839
6;12;593;13;457;250001;249866
7;15;510;14;394;250002;249885
8;12;448;3201;745;253189;250298
9;6206;1088;13;663;243807;249577
10;11;980;183;615;250175;249637
11;11;892;9;560;250001;249670
12;11;818;166;527;250158;249710
13;2161;922;13;488;247854;249568
14;7;856;17;454;250014;249599
15;2140;942;9;424;247871;249484
16;7;883;13;399;250010;249517
17;16;832;128;383;250116;249552
18;15;787;4108;590;254096;249805
19;7;746;91;563;250088;249820
20;11;709;84;539;250076;249832
21;7;676;79;517;250076;249844
22;7;645;75;497;250072;249854
23;2071;707;4066;652;251995;249947
24;2067;764;50;627;247983;249865
25;2042;815;46;604;248004;249791
26;20;784;30;582;250013;249799
27;2730;856;4021;709;251294;249855
28;2022;898;4020;827;251999;249931
29;15;867;4001;937;253989;250071
30;15;839;3996;1039;253984;250202
31;2005;877;9;1006;248005;250131
32;1986;911;121;978;248136;250068
33;1986;944;3965;1068;251980;250126
34;1962;974;3956;1153;251996;250181
35;1962;1002;9;1121;248049;250120
36;7;974;17;1090;250014;250117
37;1945;1001;18;1061;248075;250062
38;1929;1025;18;1034;248091;250010
39;15;999;9;1007;249997;250010
40;1904;1022;9;982;248108;249962
41;1916;1043;17;959;248104;249917
42;1892;1064;13;936;248124;249874
43;15;1039;3894;1005;253882;249968
44;16;1016;3872;1070;253860;250056
45;1867;1035;3864;1132;251997;250099
46;11;1013;14;1108;250006;250097
47;2297;1040;14;1085;247720;250047
48;15;1019;9;1062;249997;250045
49;11;998;3848;1119;253840;250123
50;1821;1014;9;1097;248188;250084
51;11;995;737;1090;250729;250097
52;806;991;2801;1123;251995;250133
53;11;973;3790;1173;253782;250202
54;7;955;9;1151;250006;250199
55;1784;970;13;1131;248230;250163
56;16;953;13;1111;250001;250160
57;7;936;3755;1157;253752;250223
58;1764;950;9;1137;248247;250189
59;1743;964;3752;1182;252011;250220
60;11;948;9;1162;250001;250216
61;1727;961;2372;1182;250647;250223
62;12;945;9;1163;249997;250219
63;3708;989;13;1145;246305;250157
64;3704;1032;9;1127;246305;250097
65;3692;1073;9;1110;246318;250039
66;11;1057;1667;1118;251659;250063
67;7;1041;3672;1156;253669;250117
68;15;1026;3665;1193;253653;250169
69;15;1011;14;1176;250002;250167
70;1644;1020;3643;1211;251999;250193
71;7;1006;9;1194;250006;250190
72;1619;1014;9;1178;248390;250165
73;1615;1023;3606;1211;251991;250190
74;11;1009;3602;1243;253594;250236
75;11;996;3590;1275;253582;250281
76;15;983;14;1258;250002;250277
77;1578;990;3569;1288;251992;250299
78;15;978;3565;1317;253553;250341
79;15;966;18;1301;250006;250337
80;1578;973;3540;1329;251963;250357
81;1557;981;17;1313;248462;250334
82;7;969;17;1297;250014;250330
83;12;957;17;1281;250005;250326
84;1537;964;3510;1308;251975;250346
85;1508;970;10;1293;248504;250324
86;1508;977;3489;1318;251984;250343
87;15;966;18;1303;250006;250339
88;1504;972;3476;1328;251975;250358
89;1463;977;3469;1352;252009;250377
90;7;966;13;1337;250010;250372
91;1467;972;14;1323;248550;250352
92;1458;977;3435;1346;251981;250370
93;15;967;9;1331;249997;250366
94;1434;972;13;1317;248579;250347
95;11;962;9;1303;250001;250343
96;11;952;14;1290;250006;250340
97;11;942;9;1277;250001;250336
98;1401;947;9;1264;248609;250319
99;1166;949;13;1251;248848;250304
100;11;940;1934;1258;251926;250320
101;15;930;1355;1259;251343;250330
102;15;921;341;1250;250329;250330
103;1995;932;13;1238;248019;250308
104;2330;945;9;1226;247682;250283
105;2367;959;328;1217;247963;250260
106;15;950;14;1206;250002;250258
107;2297;963;291;1198;247997;250237
108;15;954;4503;1228;254491;250276
109;15;945;3298;1247;253286;250304
110;2268;957;17;1236;247749;250281
111;2264;969;9;1225;247745;250258
112;15;960;14;1214;250002;250255
113;2251;972;249;1206;247998;250236
114;7;963;236;1197;250233;250235
115;2226;974;236;1189;248011;250216
116;11;966;14;1179;250006;250214
117;2210;977;13;1169;247804;250194
118;11;968;1052;1168;251044;250201
119;11;960;3190;1185;253182;250226
120;7;952;13;1175;250010;250224
121;12;945;13;1165;250001;250222
122;2189;955;13;1156;247825;250203
123;2194;965;150;1148;247957;250184
124;15;957;18;1138;250006;250183
125;15;950;125;1130;250113;250182
126;2128;959;141;1122;248016;250165
127;2181;969;195;1115;248016;250148
128;15;961;4104;1139;254092;250179
129;2103;970;120;1131;248020;250162
130;11;963;84;1123;250076;250162
131;7;955;1870;1128;251867;250175
132;4089;979;17;1120;245929;250143
133;4061;1002;1754;1125;247695;250124
134;15;995;55;1117;250043;250123
135;2058;1003;4070;1139;252012;250137
136;11;996;4042;1160;254034;250166
137;15;988;47;1152;250035;250165
138;12;981;46;1144;250034;250164
139;12;974;17;1136;250005;250163
140;16;967;4000;1156;253988;250190
141;11;961;9;1148;250001;250189
142;1991;968;2222;1155;250232;250189
143;3976;989;1151;1155;247178;250168
144;7;982;982;1154;250979;250174
145;1945;989;3948;1174;252005;250187
146;15;982;14;1166;250002;250185
147;1941;989;18;1158;248079;250171
148;15;982;9;1150;249997;250170
149;1920;988;17;1142;248100;250156
150;16;982;3901;1161;253889;250181
151;1892;988;17;1153;248128;250167
152;15;981;9;1146;249997;250166
153;11;975;3873;1163;253865;250190
154;1871;981;1887;1168;250016;250189
155;3861;1000;837;1166;246977;250168
156;11;993;18;1159;250010;250167
157;11;987;14;1151;250006;250166
158;6924;1024;833;1149;243911;250127
159;1826;1030;3826;1166;252001;250138
160;1826;1034;9;1159;248183;250126
161;2251;1042;3798;1175;251547;250135
162;1797;1047;13;1168;248217;250123
163;1801;1051;2347;1175;250547;250126
164;15;1045;14;1168;250002;250125
165;3766;1061;1805;1172;248042;250112
166;1768;1066;3776;1188;252010;250124
167;1743;1070;3748;1203;252007;250135
168;20;1064;3735;1218;253718;250156
169;1735;1068;9;1211;248276;250145
170;11;1061;3719;1226;253711;250166
171;12;1055;17;1219;250005;250165
172;1706;1059;13;1212;248310;250155
173;7;1053;3685;1226;253682;250175
174;11;1047;3677;1240;253669;250195
175;7;1041;17;1233;250014;250194
176;15;1035;2622;1241;252610;250208
177;11;1029;9;1234;250001;250207
178;2647;1038;13;1227;247367;250191
179;7;1033;632;1224;250629;250193
180;15;1027;9;1217;249997;250192
181;15;1021;14;1210;250002;250191
182;1619;1025;3610;1224;251991;250201
183;1603;1028;13;1217;248411;250191
184;1595;1031;3589;1230;251995;250201
185;15;1025;3577;1243;253565;250219
186;7;1020;13;1236;250010;250218
187;11;1015;3556;1248;253548;250236
188;11;1009;3552;1261;253544;250253
189;11;1004;3535;1273;253527;250271
190;1541;1007;3535;1285;251996;250280
191;1533;1009;3531;1296;252000;250289
192;15;1004;18;1290;250006;250287
193;7;999;13;1283;250010;250286
194;1504;1002;3489;1294;251988;250295
195;7;997;17;1288;250014;250293
196;1491;999;3481;1299;251993;250302
197;15;994;14;1293;250002;250300
198;11;989;18;1286;250010;250299
199;1458;992;3447;1297;251993;250307
200;1450;994;3439;1308;251989;250316
201;1438;996;17;1301;248579;250307
202;5426;1018;3415;1312;247992;250296
203;1421;1020;13;1305;248592;250287
204;1409;1022;13;1299;248604;250279
205;11;1017;3385;1309;253377;250294
206;15;1012;424;1305;250412;250295
207;11;1007;3377;1315;253369;250309
208;2371;1014;13;1309;247644;250297
209;2363;1020;13;1302;247652;250284
210;2350;1027;9;1296;247661;250271
211;2354;1033;345;1292;247993;250261
212;2338;1039;10;1286;247674;250248
213;2326;1045;13;1280;247690;250236
214;7;1040;315;1275;250308;250237
215;2301;1046;14;1269;247716;250225
216;2301;1052;14;1263;247716;250213
217;2292;1058;291;1259;248002;250203
218;2280;1063;290;1255;248010;250193
219;15;1058;291;1250;250279;250194
220;802;1057;9;1245;249207;250189
221;11;1052;14;1239;250006;250188
222;12;1048;240;1234;250228;250188
223;7;1043;13;1229;250006;250188
224;2231;1048;17;1224;247787;250177
225;2222;1054;211;1219;247990;250167
226;2202;1059;199;1215;247998;250158
227;11;1054;9;1209;250001;250157
228;7;1049;13;1204;250010;250156
229;2173;1054;9;1199;247838;250146
230;11;1050;9;1194;250001;250145
231;2152;1055;9;1188;247859;250136
232;2156;1059;178;1184;248024;250126
233;2140;1064;9;1179;247871;250117
234;2128;1069;13;1174;247888;250107
235;2124;1073;17;1169;247896;250098
236;2112;1077;4103;1182;251994;250106
237;2107;1082;96;1177;247992;250097
238;15;1077;84;1172;250072;250097
239;2087;1082;4083;1185;251999;250105
240;2075;1086;71;1180;247996;250096
241;2075;1090;4066;1192;251991;250104
242;2058;1094;46;1187;247988;250095
243;15;1089;4042;1199;254030;250111
244;2038;1093;30;1194;247992;250103
245;15;1089;4021;1206;254009;250119
246;11;1084;4013;1217;254005;250134
247;2026;1088;13;1212;247988;250126
248;2058;1092;3993;1223;251935;250133
249;1986;1096;13;1219;248028;250125
250;1974;1099;17;1214;248045;250116
251;1974;1103;4008;1225;252036;250124
252;11;1098;562;1222;250554;250126
253;16;1094;13;1217;250001;250125
254;942;1094;13;1213;249073;250121
255;11;1089;2926;1219;252918;250132
256;1933;1093;13;1215;248082;250124
257;5921;1111;3914;1225;247995;250116
258;1912;1114;9;1220;248100;250108
259;1896;1117;3893;1231;252000;250115
260;1887;1120;9;1226;248125;250107
261;1875;1123;3876;1236;252005;250115
262;1875;1126;13;1232;248142;250107
263;1850;1129;3856;1242;252006;250114
264;7;1125;3843;1251;253840;250128
265;1838;1127;9;1247;248171;250121
266;1838;1130;3839;1256;252001;250128
267;15;1126;9;1252;249997;250128
268;11;1122;3802;1261;253794;250141
269;15;1118;14;1257;250002;250141
270;7;1113;3785;1266;253782;250154
271;11;1109;3781;1275;253773;250168
272;11;1105;9;1271;250001;250167
273;11;1101;3869;1280;253861;250181
274;1760;1104;2796;1286;251038;250184
275;11;1100;14;1281;250006;250183
276;7;1096;13;1276;250010;250182
277;11;1092;720;1274;250712;250184
278;1718;1094;2605;1279;250889;250187
279;2705;1100;565;1277;247860;250179
280;11;1096;14;1272;250006;250178
281;1702;1098;1475;1273;249776;250176
282;15;1094;449;1270;250437;250177
283;15;1091;14;1266;250002;250177
284;20;1087;662;1263;250645;250178
285;15;1083;3673;1272;253661;250191
286;1648;1085;17;1267;248369;250184
287;15;1081;3652;1276;253640;250196
288;5752;1097;9;1271;244258;250176
289;1619;1099;13;1267;248394;250170
290;1611;1101;9;1263;248399;250163
291;7;1097;357;1260;250354;250164
292;1603;1099;3601;1268;251999;250170
293;1590;1101;9;1263;248420;250164
294;15;1097;3556;1271;253544;250176
295;1562;1099;14;1267;248453;250170
296;1582;1100;18;1263;248437;250164
297;1751;1102;13;1258;248264;250158
298;16;1099;3526;1266;253514;250169
299;7;1095;9;1262;250006;250168
300;11;1091;912;1261;250904;250171
301;517;1090;886;1259;250371;250172
302;3502;1098;812;1258;247310;250162
303;2495;1102;486;1255;247995;250155
304;1475;1103;3489;1263;252017;250161
305;7;1100;3472;1270;253469;250172
306;12;1096;9;1266;249997;250171
307;12;1093;17;1262;250005;250171
308;1442;1094;3464;1269;252022;250177
309;1434;1095;17;1265;248583;250172
310;11;1091;14;1261;250006;250171
311;1417;1092;26;1257;248609;250166
312;16;1089;3418;1264;253406;250177
313;1388;1090;17;1260;248630;250172
314;11;1087;3381;1267;253373;250182
315;2383;1091;453;1264;248072;250175
316;7;1087;17;1260;250014;250175
317;15;1084;3373;1267;253361;250185
318;2354;1088;13;1263;247661;250177
319;2334;1092;357;1260;248026;250170
320;2334;1096;9;1256;247678;250162
321;2317;1099;1667;1257;249353;250160
322;307;1097;2300;1260;251995;250165
323;15;1094;14;1257;250002;250165
324;12;1090;17;1253;250005;250164
325;2288;1094;282;1250;247998;250158
326;7;1091;9;1246;250006;250157
327;11;1087;9;1242;250001;250157
328;11;1084;14;1238;250006;250156
329;2259;1088;2951;1244;250692;250158
330;3238;1094;1229;1244;247992;250151
331;11;1091;220;1241;250212;250151
332;11;1088;18;1237;250010;250151
333;2218;1091;216;1234;247999;250145
334;2206;1094;195;1231;247990;250138
335;2198;1098;179;1228;247982;250132
336;2193;1101;9;1224;247817;250125
337;11;1098;1109;1224;251101;250128
338;7;1094;3151;1229;253148;250137
339;15;1091;146;1226;250134;250137
340;15;1088;141;1223;250129;250137
341;15;1085;3923;1231;253911;250148
342;11;1082;121;1228;250113;250148
343;2116;1085;13;1224;247900;250141
344;15;1082;4104;1232;254092;250152
345;12;1079;4086;1241;254074;250164
346;11;1075;84;1237;250076;250164
347;11;1072;4071;1245;254063;250175
348;2071;1075;4070;1254;251999;250180
349;2059;1078;3626;1260;251567;250184
350;2050;1081;63;1257;248013;250178
351;12;1078;38;1253;250026;250177
352;11;1075;2389;1257;252381;250184
353;4024;1083;1329;1257;247307;250176
354;11;1080;1014;1256;251006;250178
355;2001;1083;4000;1264;252000;250183
356;11;1080;14;1260;250006;250182
357;1982;1082;7980;1279;255999;250199
358;1974;1085;62;1276;248090;250193
359;1978;1087;13;1272;248037;250187
360;1953;1090;2003;1274;250052;250187
361;11;1087;949;1273;250941;250189
362;2957;1092;17;1270;247063;250180
363;2940;1097;9;1266;247072;250171
364;7;1094;919;1266;250916;250173
365;1908;1096;3922;1273;252017;250178
366;15;1093;3890;1280;253878;250189
367;15;1090;3910;1287;253898;250199
368;11;1087;3877;1294;253869;250209
369;20;1084;7885;1312;257868;250229
370;11;1081;9;1308;250001;250229
371;11;1079;3852;1315;253844;250239
372;11;1076;3848;1322;253840;250248
373;1834;1078;3839;1329;252005;250253
374;12;1075;13;1325;250001;250252
375;1830;1077;3819;1332;251989;250257
376;11;1074;3806;1339;253798;250266
377;11;1071;3785;1345;253777;250276
378;15;1068;14;1342;250002;250275
379;20;1066;18;1338;250001;250274
380;12;1063;9;1335;249997;250273
381;15;1060;3756;1341;253744;250283
382;1755;1062;3760;1347;252007;250287
383;11;1059;3731;1353;253723;250296
384;7;1056;13;1350;250010;250295
385;11;1054;14;1347;250006;250295
386;11;1051;3715;1353;253707;250303
387;1702;1053;3693;1359;251994;250308
388;15;1050;3694;1365;253682;250316
389;1702;1052;3681;1371;251982;250321
390;1677;1053;14;1367;248340;250316
391;1669;1055;37;1364;248372;250311
392;15;1052;9;1360;249997;250310
393;1644;1054;3643;1366;251999;250314
394;1640;1055;17;1363;248377;250309
395;20;1053;3627;1368;253610;250318
396;11;1050;18;1365;250010;250317
397;1677;1052;14;1362;248340;250312
398;1607;1053;3597;1367;251991;250316
399;1595;1054;3593;1373;251999;250320
400;1582;1056;13;1369;248432;250316
401;1582;1057;9;1366;248428;250311
402;11;1054;14;1363;250006;250310
403;15;1052;7580;1378;257568;250328
404;1545;1053;3539;1383;251996;250332
405;7;1050;17;1380;250014;250331
406;16;1048;9;1377;249997;250331
407;1516;1049;3527;1382;252013;250335
408;12;1046;3522;1387;253510;250343
409;7;1044;3505;1392;253502;250350
410;15;1041;14;1389;250002;250349
411;1347;1042;13;1386;248668;250345
412;15;1040;3469;1391;253457;250353
413;15;1037;3456;1396;253444;250360
414;5459;1048;9;1392;244553;250346
415;785;1047;3435;1397;252651;250352
416;7;1045;3430;1402;253427;250359
417;15;1042;3423;1407;253411;250367
418;11;1040;3410;1412;253402;250374
419;1417;1041;3406;1417;251989;250378
420;15;1038;412;1414;250400;250378
421;11;1036;14;1411;250006;250377
422;15;1033;9;1408;249997;250376
423;15;1031;18;1404;250006;250375
424;11;1029;18;1401;250010;250374
425;2371;1032;13;1398;247644;250368
426;2371;1035;345;1395;247976;250362
427;2433;1038;328;1393;247896;250356
428;2325;1041;13;1390;247691;250350
429;2321;1044;13;1386;247695;250344
430;2305;1047;17;1383;247715;250338
431;2301;1050;291;1381;247993;250332
432;7;1048;9;1377;250006;250332
433;15;1045;283;1375;250271;250332
434;2276;1048;9;1372;247733;250326
435;7;1046;13;1369;250010;250325
436;15;1043;249;1366;250237;250325
437;15;1041;18;1363;250006;250324
438;2231;1044;9;1360;247779;250318
439;12;1041;257;1357;250245;250318
440;7;1039;13;1354;250010;250317
441;11;1037;18;1351;250010;250316
442;2189;1039;9;1348;247821;250311
443;2181;1042;9;1345;247830;250305
444;15;1039;18;1342;250006;250305
445;2177;1042;165;1340;247990;250299
446;2161;1044;17;1337;247858;250294
447;15;1042;9;1334;249997;250293
448;11;1040;133;1331;250125;250293
449;2128;1042;17;1328;247892;250288
450;7;1040;9;1325;250006;250287
451;15;1038;9;1322;249997;250286
452;2112;1040;100;1319;247991;250281
453;2087;1042;4087;1326;252003;250285
454;11;1040;4083;1332;254075;250293
455;2067;1042;71;1329;248004;250288
456;20;1040;4067;1335;254050;250297
457;7;1038;83;1332;250080;250296
458;2058;1040;4037;1338;251979;250300
459;2038;1042;42;1335;248004;250295
460;20;1040;4021;1341;254004;250303
461;2030;1042;8205;1356;256176;250316
462;7;1040;17;1353;250014;250315
463;12;1038;3993;1359;253981;250323
464;1986;1040;18;1356;248033;250318
465;11;1038;3977;1361;253969;250326
466;7;1035;17;1359;250014;250325
467;1974;1037;9;1356;248037;250320
468;7;1035;8024;1370;258017;250337
469;15;1033;3956;1375;253944;250344
470;1941;1035;9;1373;248070;250339
471;15;1033;9;1370;249997;250339
472;1912;1035;17;1367;248108;250334
473;2651;1038;17;1364;247367;250328
474;11;1036;9;1361;250001;250327
475;1916;1038;9;1358;248096;250322
476;1879;1039;9;1355;248133;250318
477;11;1037;14;1353;250006;250317
478;1867;1039;3847;1358;251980;250321
479;15;1037;9;1355;249997;250320
480;11;1035;14;1352;250006;250319
481;6693;1047;17;1349;243327;250305
482;1834;1048;18;1347;248184;250300
483;15;1046;14;1344;250002;250300
484;1809;1048;3797;1349;251989;250303
485;12;1045;17;1346;250005;250303
486;16;1043;13;1343;250001;250302
487;16;1041;9;1341;249997;250301
488;1768;1043;3776;1346;252010;250305
489;1780;1044;3760;1351;251981;250308
490;20;1042;3744;1356;253727;250315
491;1743;1044;17;1353;248276;250311
492;1739;1045;13;1350;248276;250307
493;3246;1049;9;1347;246764;250300
494;15;1047;9;1345;249997;250299
495;1698;1049;3702;1349;252007;250303
496;11;1047;9;1347;250001;250302
497;7;1044;3676;1351;253673;250309
498;1681;1046;14;1349;248336;250305
499;11;1044;3656;1353;253648;250311
500;1669;1045;9;1351;248344;250307
501;1652;1046;3651;1355;251999;250311
502;16;1044;3639;1360;253627;250317
503;1632;1045;3627;1364;251995;250321
504;7;1043;13;1362;250010;250320
505;1615;1044;3606;1366;251991;250324
506;1599;1045;9;1363;248411;250320
507;1607;1047;3622;1368;252016;250323
508;11;1044;9;1365;250001;250322
509;15;1042;14;1362;250002;250322
510;11;1040;3560;1367;253552;250328
511;12;1038;13;1364;250001;250327
512;1553;1039;3539;1368;251988;250331
513;1537;1040;9;1366;248474;250327
514;1533;1041;9;1363;248478;250324
515;1516;1042;18;1360;248504;250320
516;15;1040;3527;1365;253515;250326
517;1500;1041;9;1362;248512;250323
518;7;1039;3493;1366;253490;250329
519;1487;1040;3468;1370;251984;250332
520;1467;1041;9;1368;248546;250329
521;11;1039;14;1365;250006;250328
522;1463;1040;3444;1369;251984;250331
523;15;1038;14;1366;250002;250330
524;11;1036;3423;1370;253415;250336
525;15;1034;18;1368;250006;250336
526;11;1032;18;1365;250010;250335
527;15;1030;9;1363;249997;250334
528;15;1028;18;1360;250006;250334
529;1405;1029;9;1358;248605;250331
530;15;1027;3369;1361;253357;250336
531;11;1025;370;1359;250362;250336
532;11;1023;14;1357;250006;250336
533;16;1021;344;1355;250332;250336
534;12;1019;13;1352;250001;250335
535;11;1017;341;1351;250333;250335
536;2326;1020;13;1348;247690;250330
537;2317;1022;320;1346;248006;250326
538;7;1020;13;1344;250010;250325
539;2301;1023;374;1342;248076;250321
540;15;1021;274;1340;250262;250321
541;7;1019;269;1338;250266;250321
542;12;1017;261;1336;250249;250321
543;2255;1019;17;1334;247762;250316
544;7;1018;4244;1339;254241;250323
545;2255;1020;241;1337;247986;250319
546;16;1018;228;1335;250216;250319
547;15;1016;14;1332;250002;250318
548;2210;1018;13;1330;247804;250314
549;7;1016;203;1328;250200;250313
550;2198;1019;13;1326;247816;250309
551;11;1017;183;1323;250175;250309
552;2173;1019;17;1321;247846;250304
553;15;1017;158;1319;250146;250304
554;11;1015;158;1317;250150;250304
555;11;1013;146;1315;250138;250303
556;7;1012;13;1312;250010;250303
557;2124;1014;124;1310;248003;250299
558;16;1012;116;1308;250104;250298
559;2116;1014;104;1306;247991;250294
560;2107;1016;4087;1311;251983;250297
561;2099;1018;4087;1316;251991;250300
562;2091;1020;4083;1321;251995;250303
563;15;1018;4087;1326;254075;250310
564;11;1016;59;1324;250051;250309
565;11;1014;47;1321;250039;250309
566;2042;1016;55;1319;248013;250305
567;2042;1018;34;1317;247992;250301
568;7;1016;17;1314;250014;250300
569;7;1014;4024;1319;254017;250307
570;2001;1016;17;1317;248017;250303
571;11;1014;3985;1322;253977;250309
572;7;1012;4020;1326;254017;250316
573;1991;1014;13;1324;248023;250312
574;1974;1016;9;1322;248037;250308
575;1970;1018;13;1319;248045;250304
576;1962;1019;9;1317;248049;250300
577;7;1017;3947;1322;253944;250306
578;7;1016;9;1319;250006;250306
579;16;1014;3922;1324;253910;250312
580;7;1012;13;1322;250010;250311
581;12;1010;17;1319;250005;250311
582;1892;1012;3894;1324;252005;250314
583;11;1010;3885;1328;253877;250320
584;16;1009;3872;1333;253860;250326
585;7;1007;3868;1337;253865;250332
586;1863;1008;3868;1341;252005;250335
587;1863;1010;3847;1346;251984;250338
588;1879;1011;18;1343;248142;250334
589;1941;1013;3823;1348;251884;250337
590;15;1011;3815;1352;253803;250342
591;15;1009;14;1349;250002;250342
592;15;1008;3506;1353;253494;250347
593;20;1006;3794;1357;253777;250353
594;7;1004;3801;1361;253794;250359
595;7;1003;3760;1365;253757;250364
596;15;1001;9;1363;249997;250364
597;15;999;18;1361;250006;250363
598;7;998;3268;1364;253261;250368
599;2742;1001;17;1362;247278;250363
600;15;999;18;1359;250006;250362
601;11;997;724;1358;250716;250363
602;15;996;3041;1361;253029;250367
603;2701;999;4715;1367;252018;250370
604;7;997;13;1365;250010;250369
605;15;995;3698;1368;253686;250375
606;7;994;3680;1372;253673;250380
607;15;992;18;1370;250006;250380
608;1656;993;3664;1374;252008;250382
609;1756;994;17;1372;248263;250379
610;1640;995;3647;1375;252007;250382
611;11;994;14;1373;250006;250381
612;15;992;3610;1377;253598;250386
613;1628;993;13;1374;248385;250383
614;1599;994;17;1372;248419;250380
615;7;993;17;1370;250014;250379
616;1590;994;13;1368;248424;250376
617;7;992;17;1366;250014;250375
618;1570;993;3577;1369;252008;250378
619;15;991;18;1367;250006;250377
620;1549;992;3614;1371;252067;250380
621;7;991;3564;1374;253561;250385
622;1529;992;18;1372;248491;250382
623;1524;992;3552;1376;252030;250385
624;12;991;17;1373;250005;250384
625;7;989;13;1371;250010;250384
626;7;988;3485;1375;253478;250389
627;1487;989;3481;1378;251997;250391
628;1467;989;3469;1381;252005;250394
629;1463;990;3460;1385;252000;250396
630;15;988;14;1382;250002;250396
631;1438;989;3439;1386;252001;250398
632;1446;990;17;1383;248571;250395
633;11;988;3415;1387;253407;250400
634;7;987;449;1385;250446;250400
635;11;985;3402;1388;253394;250405
636;2400;987;487;1387;248088;250401
637;15;986;14;1385;250002;250401
638;1384;987;17;1383;248634;250398
639;1376;987;17;1380;248642;250395
640;1467;988;9054;1392;257590;250406
641;356;987;17;1390;249662;250405
642;15;985;9;1388;249997;250405
643;7;984;9;1386;250006;250404
644;20;982;2339;1388;252322;250407
645;11;981;14;1385;250006;250406
646;2305;983;9;1383;247707;250402
647;2305;985;13;1381;247711;250398
648;11;984;9;1379;250001;250397
649;15;982;9;1377;249997;250397
650;2272;984;270;1375;247998;250393
651;2259;986;17;1373;247758;250389
652;11;984;274;1371;250266;250389
653;2239;986;237;1370;247998;250385
654;2235;988;249;1368;248015;250382
655;16;987;13;1366;250001;250381
656;11;985;4215;1370;254207;250387
657;2214;987;191;1368;247978;250383
658;15;986;187;1367;250175;250383
659;2193;988;183;1365;247991;250379
660;2173;989;9;1363;247838;250375
661;2169;991;9;1361;247842;250371
662;16;990;199;1359;250187;250371
663;15;988;18;1357;250006;250371
664;2140;990;18;1355;247880;250367
665;2132;992;10;1353;247880;250363
666;2152;993;116;1351;247966;250360
667;11;992;108;1349;250100;250359
668;11;990;2584;1351;252576;250362
669;3098;994;13;1349;246915;250357
670;11;992;14;1347;250006;250357
671;11;991;1076;1347;251068;250358
672;2063;992;4062;1351;251999;250360
673;2054;994;4045;1355;251991;250363
674;7;992;4041;1359;254038;250368
675;7;991;37;1357;250034;250368
676;2071;992;38;1355;247967;250364
677;2014;994;17;1353;248004;250361
678;2014;995;13;1351;248000;250357
679;12;994;4000;1355;253988;250362
680;15;993;9;1353;249997;250362
681;1982;994;9;1351;248028;250359
682;1970;995;3968;1355;252000;250361
683;15;994;3952;1358;253940;250366
684;16;993;3943;1362;253931;250371
685;2009;994;13;1360;248005;250368
686;2026;996;9;1358;247984;250364
687;11;994;3919;1362;253911;250370
688;20;993;3910;1366;253893;250375
689;1916;994;3922;1369;252009;250377
690;1900;995;13;1367;248116;250374
691;1896;997;9;1365;248116;250371
692;7;995;2113;1367;252110;250373
693;15;994;1056;1366;251044;250374
694;7;992;957;1365;250954;250375
695;1859;994;3876;1369;252017;250377
696;1388;994;9;1367;248622;250375
697;12;993;17;1365;250005;250374
698;11;991;3819;1369;253811;250379
699;1817;993;3814;1372;251998;250381
700;16;991;9;1370;249997;250381
701;1797;992;3785;1374;251989;250383
702;16;991;3785;1377;253773;250388
703;16;990;3776;1381;253764;250393
704;1776;991;3773;1384;251998;250395
705;15;989;3756;1387;253744;250400
706;1747;990;17;1385;248272;250397
707;7;989;3735;1389;253732;250402
708;1727;990;13;1387;248288;250399
709;1718;991;3735;1390;252019;250401
710;7;990;3710;1393;253703;250405
711;11;988;3710;1397;253702;250410
712;1702;989;3718;1400;252019;250412
713;1681;990;9;1398;248331;250409
714;11;989;3665;1401;253657;250414
715;15;988;9;1399;249997;250413
716;1652;988;3651;1402;251999;250416
717;16;987;13;1400;250001;250415
718;1640;988;3647;1403;252007;250417
719;1628;989;3623;1407;251995;250419
720;1619;990;9;1405;248390;250417
721;1607;991;3610;1408;252004;250419
722;16;989;3593;1411;253581;250423
723;1590;990;7593;1419;256004;250431
724;1582;991;3581;1422;252000;250433
725;11;990;18;1420;250010;250433
726;11;988;7597;1429;257589;250442
727;1549;989;9;1427;248462;250440
728;1557;990;3539;1430;251984;250442
729;1558;991;3530;1433;251974;250444
730;5533;997;3531;1436;247999;250441
731;1524;998;3514;1438;251992;250443
732;11;996;18;1436;250010;250442
733;16;995;3489;1439;253477;250446
734;1491;996;17;1437;248529;250444
735;1487;996;3472;1440;251988;250446
736;1471;997;3473;1443;252005;250448
737;1467;997;14;1441;248550;250445
738;1446;998;17;1439;248571;250443
739;1475;999;13;1437;248541;250440
740;15;997;3431;1440;253419;250444
741;1442;998;3418;1442;251976;250446
742;11;997;3415;1445;253407;250450
743;7;995;13;1443;250010;250450
744;7;994;3397;1446;253394;250454
745;7;993;4398;1450;254395;250459
746;2383;995;365;1448;247984;250456
747;2363;996;9;1446;247648;250452
748;2363;998;9;1444;247648;250448
749;7;997;13;1442;250010;250447
750;2350;999;333;1441;247985;250444
751;2346;1000;18;1439;247674;250440
752;2326;1002;316;1438;247993;250437
753;15;1001;308;1436;250296;250437
754;7;1000;13;1434;250010;250436
