Номер теста;Задержка включения (us);СРЕДНЯЯ задержка включения (us);Задержка спада (us);СРЕДНЯЯ задержка спада (us);Длительность ответа (us);СРЕДНЯЯ длительность ответа (us)
1341;12;1011;3864;1416;253852;250408
1342;15;1010;3848;1418;253836;250410
1343;1850;1011;9;1417;248159;250408
1344;1846;1011;17;1416;248171;250407
1345;15;1010;9;1415;249997;250406
1346;20;1010;14;1414;249997;250406
1347;15;1009;18;1413;250006;250406
1348;11;1008;9;1412;250001;250406
1349;11;1007;14;1411;250006;250405
1350;11;1007;9;1410;250001;250405
1351;7;1006;3772;1412;253769;250407
1352;1768;1007;3789;1413;252023;250409
1353;1751;1007;3751;1415;252002;250410
1354;7;1006;7776;1420;257773;250415
1355;7;1006;13;1419;250010;250415
1356;1739;1006;3723;1420;251986;250416
1357;15;1005;3710;1422;253698;250419
1358;1710;1006;13;1421;248306;250417
1359;1710;1006;9;1420;248302;250415
1360;1689;1007;3681;1422;251995;250417
1361;1694;1008;17;1421;248326;250415
1362;1669;1008;3664;1422;251999;250416
1363;1656;1008;3664;1424;252008;250417
1364;7;1008;79;1423;250076;250417
1365;16;1007;3630;1425;253618;250419
1366;1632;1007;3631;1426;251999;250421
1367;15;1007;18;1425;250006;250420
1368;11;1006;3615;1427;253607;250423
1369;11;1005;9;1426;250001;250422
1370;361;1005;3585;1427;253225;250424
1371;15;1004;14;1426;250002;250424
1372;11;1003;9;1425;250001;250424
1373;1574;1004;18;1424;248445;250422
1374;1570;1004;13;1423;248444;250421
1375;15;1003;9;1422;249997;250421
1376;1549;1004;9;1421;248462;250419
1377;1533;1004;3531;1423;252000;250420
1378;11;1004;14;1422;250006;250420
1379;1520;1004;13;1421;248495;250419
1380;11;1003;3510;1422;253502;250421
1381;11;1002;3485;1424;253477;250423
1382;1496;1003;3481;1425;251988;250424
1383;11;1002;9;1424;250001;250424
1384;20;1001;9;1423;249992;250424
1385;15;1001;14;1422;250002;250423
1386;1454;1001;3451;1424;251997;250424
1387;16;1000;3430;1425;253418;250427
1388;1430;1001;3431;1426;252001;250428
1389;1834;1001;17;1425;248183;250426
1390;11;1000;3410;1427;253402;250428
1391;11;1000;9;1426;250001;250428
1392;11;999;3402;1427;253394;250430
1393;15;998;3377;1429;253365;250432
1394;2771;1000;370;1428;247601;250430
1395;7;999;9;1427;250006;250430
1396;2391;1000;511;1426;248122;250428
1397;1351;1000;3343;1428;251994;250429
1398;2338;1001;329;1427;247993;250428
1399;2330;1002;9;1426;247682;250426
1400;6458;1006;312;1425;243857;250421
1401;15;1005;18;1424;250006;250421
1402;16;1005;17;1423;250005;250420
1403;2297;1005;9;1422;247715;250418
1404;2284;1006;274;1421;247994;250417
1405;15;1006;18;1420;250006;250416
1406;2284;1007;253;1419;247973;250415
1407;2264;1007;13;1418;247749;250413
1408;7;1007;17;1417;250014;250412
1409;16;1006;17;1416;250005;250412
1410;7;1005;228;1416;250225;250412
1411;2218;1006;216;1415;247999;250410
1412;7;1006;1063;1414;251056;250411
1413;1269;1006;9;1413;248743;250410
1414;1194;1006;9;1412;248816;250408
1415;11;1005;3181;1414;253173;250410
1416;2173;1006;17;1413;247846;250409
1417;6177;1010;161;1412;243985;250404
1418;2144;1010;154;1411;248012;250402
1419;7;1010;13;1410;250006;250402
1420;2136;1010;1158;1410;249025;250401
1421;7;1010;3168;1411;253165;250403
1422;2128;1011;108;1410;247983;250401
1423;2108;1011;108;1409;248003;250400
1424;2107;1012;4095;1411;251991;250401
1425;2087;1013;4090;1413;252007;250402
1426;2087;1014;84;1412;248000;250400
1427;2071;1014;66;1411;247995;250399
1428;2058;1015;4058;1413;252000;250400
1429;15;1014;51;1412;250039;250399
1430;7;1014;4057;1414;254054;250402
1431;15;1013;63;1413;250051;250402
1432;15;1012;4025;1415;254013;250404
1433;12;1012;4016;1416;254004;250407
1434;2009;1012;3993;1418;251985;250408
1435;11;1012;3996;1420;253988;250410
1436;7;1011;3980;1422;253977;250413
1437;1982;1012;13;1421;248032;250411
1438;15;1011;3960;1423;253948;250414
1439;11;1010;9;1422;250001;250413
1440;1949;1011;17;1421;248070;250412
1441;1941;1011;9;1420;248070;250410
1442;7;1011;3397;1421;253390;250412
1443;2924;1012;929;1421;248008;250410
1444;11;1011;3915;1422;253907;250413
1445;15;1011;3902;1424;253890;250415
1446;15;1010;3894;1426;253882;250418
1447;7;1009;3880;1428;253877;250420
1448;232;1009;3881;1429;253652;250422
1449;11;1008;3856;1431;253848;250425
1450;1859;1009;3847;1433;251988;250426
1451;1846;1009;17;1432;248171;250424
1452;1838;1010;9;1431;248171;250423
1453;15;1009;18;1430;250006;250422
1454;1850;1010;17;1429;248167;250421
1455;11;1009;3815;1430;253807;250423
1456;15;1008;9;1429;249997;250423
1457;15;1008;14;1428;250002;250423
1458;11;1007;18;1427;250010;250422
1459;1776;1008;9;1426;248234;250421
1460;1838;1008;9;1426;248171;250419
1461;7;1007;13;1425;250010;250419
1462;11;1007;3744;1426;253736;250421
1463;7;1006;3735;1428;253732;250423
1464;1727;1007;3727;1429;252002;250425
1465;11;1006;18;1428;250010;250424
1466;11;1005;14;1427;250006;250424
1467;12;1004;13;1426;250001;250424
1468;1714;1005;17;1425;248306;250422
1469;1788;1006;3673;1427;251886;250423
1470;15;1005;3669;1428;253657;250425
1471;1665;1005;9;1428;248348;250424
1472;1685;1006;3690;1429;252008;250425
1473;15;1005;18;1428;250006;250425
1474;1632;1005;13;1427;248381;250423
1475;15;1005;14;1426;250002;250423
1476;1628;1005;3631;1428;252003;250424
1477;1611;1006;13;1427;248403;250423
1478;11;1005;3594;1428;253586;250425
1479;1582;1005;17;1427;248436;250424
1480;11;1005;3573;1429;253565;250426
1481;11;1004;18;1428;250010;250425
1482;7;1003;3593;1429;253590;250428
1483;15;1003;14;1428;250002;250427
1484;11;1002;14;1427;250006;250427
1485;1545;1002;3531;1429;251988;250428
1486;15;1002;9;1428;249997;250428
1487;1524;1002;9;1427;248487;250427
1488;11;1001;14;1426;250006;250426
1489;16;1001;17;1425;250005;250426
1490;1512;1001;14;1424;248504;250425
1491;11;1000;14;1423;250006;250424
1492;1487;1001;13;1422;248529;250423
1493;15;1000;3448;1423;253436;250425
1494;1458;1000;3447;1425;251993;250426
1495;1446;1001;13;1424;248567;250425
1496;1458;1001;3418;1425;251964;250426
1497;15;1000;9;1424;249997;250426
1498;15;1000;3406;1426;253394;250428
1499;2437;1001;407;1425;247971;250426
1500;15;1000;391;1424;250379;250426
1501;7;999;13;1423;250010;250426
1502;11;999;379;1423;250371;250426
1503;16;998;13;1422;250001;250425
1504;16;997;349;1421;250337;250425
1505;2363;998;345;1420;247984;250424
1506;15;998;333;1419;250321;250424
1507;2330;998;9;1418;247682;250422
1508;2325;999;13;1418;247691;250420
1509;2313;1000;320;1417;248010;250418
1510;7;1000;294;1416;250291;250418
1511;2292;1000;18;1415;247729;250417
1512;2325;1001;17;1414;247695;250415
1513;2280;1002;13;1413;247733;250413
1514;2305;1003;9;1412;247707;250411
1515;15;1002;18;1411;250006;250411
1516;2255;1003;9;1411;247754;250409
1517;15;1003;237;1410;250225;250409
1518;20;1002;233;1409;250216;250409
1519;15;1001;229;1408;250217;250409
1520;11;1001;9;1407;250001;250409
1521;15;1000;9;1406;249997;250408
1522;2202;1001;17;1405;247816;250407
1523;2189;1002;13;1405;247825;250405
1524;16;1001;9;1404;249997;250405
1525;2173;1002;157;1403;247986;250403
1526;15;1001;187;1402;250175;250403
1527;2152;1002;17;1401;247867;250401
1528;11;1001;141;1400;250133;250401
1529;2132;1002;121;1399;247991;250399
1530;7;1001;124;1399;250121;250399
1531;15;1001;4091;1400;254079;250402
1532;2107;1001;96;1400;247992;250400
1533;15;1001;88;1399;250076;250400
1534;7;1000;4078;1400;254075;250402
1535;2075;1001;75;1400;248000;250401
1536;12;1000;66;1399;250054;250400
1537;15;999;4128;1400;254116;250403
1538;11;999;4050;1402;254042;250405
1539;2038;999;4033;1404;251995;250406
1540;2030;1000;29;1403;248000;250405
1541;11;999;4025;1405;254017;250407
1542;12;999;4000;1406;253988;250409
1543;15;998;3996;1408;253984;250412
1544;1995;999;18;1407;248024;250410
1545;11;998;3990;1409;253982;250412
1546;1974;999;17;1408;248045;250411
1547;1966;999;3968;1410;252004;250412
1548;1962;1000;3947;1411;251987;250413
1549;1949;1001;3943;1413;251996;250414
1550;11;1000;9;1412;250001;250414
1551;15;999;18;1411;250006;250413
1552;1958;1000;9;1410;248053;250412
1553;1916;1001;3926;1412;252013;250413
1554;15;1000;3894;1413;253882;250415
1555;1896;1001;3885;1415;251992;250416
1556;1879;1001;14;1414;248138;250415
1557;1883;1002;3906;1416;252026;250416
1558;1871;1002;17;1415;248146;250414
1559;1867;1003;3872;1416;252005;250415
1560;15;1002;3840;1418;253828;250418
1561;1838;1003;9;1417;248171;250416
1562;12;1002;3835;1419;253823;250418
1563;7;1001;3814;1420;253811;250420
1564;1809;1002;17;1419;248209;250419
1565;1854;1002;9;1418;248155;250418
1566;7;1002;3793;1420;253786;250420
1567;11;1001;3773;1421;253765;250422
1568;16;1001;3568;1423;253556;250424
1569;11;1000;3756;1424;253748;250426
1570;11;999;14;1423;250006;250426
1571;16;999;9;1422;249997;250425
1572;11;998;3727;1424;253719;250428
1573;1731;999;9;1423;248280;250426
1574;11;998;3710;1424;253702;250428
1575;11;997;3706;1426;253698;250430
1576;11;997;3694;1427;253686;250432
1577;15;996;3702;1429;253690;250434
1578;1681;996;3677;1430;251999;250435
1579;1673;997;416;1429;248746;250434
1580;11;996;2664;1430;252656;250436
1581;7;996;3647;1432;253640;250438
1582;15;995;3640;1433;253628;250440
1583;11;994;3631;1434;253623;250442
1584;15;994;9;1434;249997;250442
1585;20;993;9;1433;249992;250441
1586;1599;994;9;1432;248411;250440
1587;1595;994;3597;1433;252003;250441
1588;11;993;3577;1434;253569;250443
1589;11;993;3598;1436;253590;250445
1590;1574;993;495;1435;248922;250444
1591;559;993;2563;1436;252005;250445
1592;1553;993;9;1435;248458;250444
1593;15;992;3531;1436;253519;250446
1594;15;992;9;1435;249997;250445
1595;1533;992;3514;1437;251983;250446
1596;1520;993;18;1436;248500;250445
1597;1512;993;3494;1437;251984;250446
1598;1500;993;3493;1438;251996;250447
1599;7;993;9;1438;250002;250447
1600;1479;993;3472;1439;251996;250448
1601;16;992;17;1438;250005;250447
1602;1463;993;14;1437;248554;250446
1603;11;992;18;1436;250010;250446
1604;6474;995;13;1435;243542;250442
1605;11;995;3423;1436;253415;250444
1606;7;994;13;1436;250010;250443
1607;1413;994;3410;1437;251997;250444
1608;2404;995;399;1436;247996;250443
1609;15;995;14;1435;250002;250442
1610;20;994;14;1434;249997;250442
1611;2375;995;374;1434;248001;250441
1612;2367;996;366;1433;248001;250439
1613;2371;997;361;1432;247992;250438
1614;12;996;17;1432;250005;250437
1615;16;995;4231;1433;254219;250440
1616;15;995;14;1432;250002;250439
1617;15;994;341;1432;250329;250439
1618;6355;998;316;1431;243962;250435
1619;16;997;9;1430;249997;250435
1620;2309;998;282;1429;247976;250434
1621;11;997;9;1429;250001;250433
1622;2280;998;13;1428;247733;250432
1623;2346;999;18;1427;247674;250430
1624;11;998;4353;1429;254345;250432
1625;16;998;236;1428;250224;250432
1626;2321;998;237;1427;247919;250431
1627;2239;999;9;1426;247770;250429
1628;2210;1000;9;1425;247800;250427
1629;11;999;233;1425;250225;250427
1630;15;999;191;1424;250179;250427
1631;2202;999;191;1423;247990;250426
1632;11;999;14;1422;250006;250425
1633;16;998;17;1421;250005;250425
1634;15;998;18;1421;250006;250425
1635;2161;998;153;1420;247994;250423
1636;7;998;17;1419;250014;250423
1637;2132;998;166;1418;248036;250422
1638;11;998;129;1417;250121;250421
1639;2116;998;116;1417;248003;250420
1640;2112;999;4083;1418;251974;250421
1641;6169;1002;100;1417;243932;250417
1642;7;1002;95;1417;250088;250417
1643;2087;1002;150;1416;248066;250415
1644;15;1002;4067;1417;254055;250418
1645;11;1001;4058;1419;254050;250420
1646;15;1000;51;1418;250039;250420
1647;2050;1001;4054;1420;252004;250421
1648;2034;1002;4029;1421;251995;250421
1649;11;1001;30;1421;250022;250421
1650;2014;1002;17;1420;248004;250420
1651;15;1001;4005;1421;253993;250422
1652;1995;1002;9;1420;248015;250420
1653;7;1001;5495;1423;255492;250424
1654;3980;1003;13;1422;246036;250421
1655;20;1002;1975;1422;251958;250422
1656;1962;1003;4836;1424;252876;250423
1657;7;1002;9119;1429;259116;250429
1658;11;1002;1938;1429;251930;250429
1659;707;1002;3935;1431;253230;250431
1660;1916;1002;17;1430;248104;250430
1661;1925;1003;18;1429;248095;250428
1662;7;1002;3901;1431;253898;250430
1663;921;1002;3893;1432;252974;250432
1664;7;1001;3885;1434;253882;250434
1665;1904;1002;3872;1435;251971;250435
1666;15;1001;3865;1437;253853;250437
1667;15;1001;14;1436;250002;250437
1668;11;1000;3848;1437;253840;250439
1669;1850;1001;3847;1439;251997;250440
1670;1834;1001;3835;1440;252001;250441
1671;11;1001;3823;1441;253815;250443
1672;1817;1001;17;1441;248201;250441
1673;1813;1002;3801;1442;251989;250442
1674;1157;1002;9;1441;248853;250441
1675;11;1001;14;1440;250006;250441
1676;15;1001;14;1439;250002;250441
1677;1768;1001;17;1439;248251;250439
1678;15;1000;14;1438;250002;250439
1679;11;1000;3760;1439;253752;250441
1680;11;999;18;1438;250010;250441
1681;1739;1000;9;1437;248272;250440
1682;16;999;3718;1439;253706;250442
1683;11;998;18;1438;250010;250441
1684;1710;999;13;1437;248306;250440
1685;1698;999;3693;1438;251998;250441
1686;11;999;3685;1440;253677;250443
1687;16;998;9;1439;249997;250443
1688;12;998;13;1438;250001;250442
1689;11;997;14;1437;250006;250442
1690;16;996;9;1436;249997;250442
1691;11;996;3635;1438;253627;250444
1692;20;995;3627;1439;253610;250446
1693;344;995;9;1438;249666;250445
1694;11;994;3602;1439;253594;250447
1695;11;994;14;1439;250006;250447
1696;7;993;3601;1440;253598;250449
1697;1590;993;3589;1441;252000;250450
1698;11;993;9;1440;250001;250449
1699;1574;993;3569;1442;251996;250450
1700;11;993;14;1441;250006;250450
1701;7;992;13;1440;250010;250450
1702;1541;992;9;1439;248470;250448
1703;11;992;3535;1440;253527;250450
1704;1529;992;3510;1441;251983;250451
1705;1520;992;3510;1443;251992;250452
1706;1508;993;3494;1444;251988;250453
1707;15;992;3481;1445;253469;250455
1708;7;992;13;1444;250010;250454
1709;11;991;14;1443;250006;250454
1710;1475;991;17;1443;248545;250453
1711;1475;992;3452;1444;251980;250454
1712;1454;992;13;1443;248559;250453
1713;1108;992;18;1442;248912;250452
1714;1438;992;9;1441;248571;250451
1715;20;992;9;1440;249992;250451
1716;15;991;14;1440;250002;250450
1717;1409;991;3402;1441;251993;250451
1718;15;991;9;1440;249997;250451
1719;2396;992;390;1439;247996;250450
1720;11;991;366;1439;250358;250450
1721;12;990;17;1438;250005;250449
1722;81;990;13;1437;249934;250449
1723;2363;991;349;1436;247988;250448
1724;2338;991;333;1436;247997;250446
1725;2346;992;345;1435;248002;250445
1726;2317;993;17;1434;247703;250443
1727;2330;994;295;1434;247968;250442
1728;2305;995;299;1433;247997;250440
1729;2301;995;9;1432;247711;250439
1730;2297;996;279;1431;247985;250437
1731;2272;997;13;1431;247741;250436
1732;2280;997;265;1430;247985;250434
1733;7;997;261;1429;250258;250434
1734;15;996;14;1428;250002;250434
1735;2235;997;1495;1429;249261;250433
1736;15;997;2239;1429;252227;250434
1737;16;996;215;1428;250203;250434
1738;2206;997;13;1427;247808;250433
1739;11;996;9;1427;250001;250432
1740;2202;997;13;1426;247812;250431
1741;2185;997;187;1425;248003;250429
1742;7;997;13;1424;250010;250429
1743;11;996;4174;1426;254166;250431
1744;2161;997;153;1425;247994;250430
1745;7;996;17;1424;250014;250430
1746;2140;997;137;1424;247999;250428
1747;11;996;129;1423;250121;250428
1748;16;996;17;1422;250005;250428
1749;12;995;112;1421;250100;250428
1750;15;995;108;1421;250096;250428
1751;15;994;100;1420;250088;250427
1752;10137;999;4090;1421;243954;250424
1753;15;999;4062;1423;254050;250426
1754;2067;1000;4062;1424;251995;250427
1755;7;999;46;1424;250043;250426
1756;16;998;4049;1425;254037;250428
1757;2038;999;4042;1427;252004;250429
1758;15;998;4029;1428;254017;250431
1759;2701;999;4012;1429;251315;250432
1760;2018;1000;4000;1431;251983;250433
1761;11;999;9;1430;250001;250433
1762;11;999;3990;1432;253982;250435
1763;11;998;3977;1433;253969;250437
1764;1986;999;3973;1434;251988;250437
1765;11;998;3952;1436;253944;250439
1766;1962;999;3952;1437;251992;250440
1767;1945;999;3939;1439;251996;250441
1768;7;999;9;1438;250002;250441
1769;1929;999;14;1437;248087;250440
1770;15;999;3910;1439;253898;250442
1771;15;998;3902;1440;253890;250444
1772;11;998;3890;1441;253882;250445
1773;11;997;3881;1443;253873;250447
1774;1879;998;3877;1444;252001;250448
1775;11;997;3885;1445;253877;250450
1776;11;996;7868;1449;257860;250454
1777;1854;997;3856;1450;252002;250455
1778;7;996;3839;1452;253836;250457
1779;15;996;14;1451;250002;250457
1780;7;995;9;1450;250006;250457
1781;1817;996;3822;1451;252006;250458
1782;7;995;17;1451;250014;250457
1783;1867;996;9;1450;248142;250456
1784;7;995;3780;1451;253777;250458
1785;15;995;3790;1452;253778;250460
1786;1772;995;9;1452;248238;250458
1787;15;994;9;1451;249997;250458
1788;1751;995;3814;1452;252065;250459
1789;1768;995;3793;1453;252027;250460
1790;7;995;17;1453;250014;250460
1791;1718;995;18;1452;248302;250458
1792;11;995;3706;1453;253698;250460
1793;11;994;14;1452;250006;250460
1794;1706;994;3693;1454;251990;250461
1795;15;994;14;1453;250002;250461
1796;1689;994;3685;1454;251999;250462
1797;1677;995;3665;1455;251991;250462
1798;1661;995;3655;1456;251994;250463
1799;15;995;18;1456;250006;250463
1800;12;994;13;1455;250001;250463
1801;15;993;3623;1456;253611;250464
1802;1644;994;3622;1457;251978;250465
1803;15;993;3602;1458;253590;250467
1804;15;993;3606;1460;253594;250469
1805;7;992;3585;1461;253582;250470
1806;11;992;3581;1462;253573;250472
1807;15;991;3577;1463;253565;250474
1808;1574;991;3560;1464;251987;250475
1809;1570;992;3352;1465;251783;250475
1810;20;991;18;1465;250001;250475
1811;7;991;17;1464;250014;250475
1812;2536;992;9;1463;247476;250473
1813;2523;992;516;1462;247996;250472
1814;7;992;9;1462;250006;250472
1815;1512;992;3498;1463;251988;250472
1816;15;992;3490;1464;253478;250474
1817;1479;992;3481;1465;252005;250475
1818;11;991;3481;1466;253473;250477
1819;1475;992;928;1466;249456;250476
1820;15;991;1696;1466;251684;250477
1821;2453;992;9;1465;247556;250475
1822;2445;993;14;1464;247569;250474
1823;2429;993;420;1464;247992;250472
1824;11;993;9;1463;250001;250472
1825;7;992;3489;1464;253486;250474
1826;1405;993;3401;1465;251997;250474
1827;2387;993;386;1465;248001;250473
1828;2387;994;390;1464;248005;250472
1829;7;994;374;1463;250371;250472
1830;2363;994;362;1463;248001;250470
1831;11;994;9;1462;250001;250470
1832;2346;994;349;1461;248005;250469
1833;11;994;14;1461;250006;250468
1834;20;993;18;1460;250001;250468
1835;2326;994;13;1459;247690;250467
1836;2321;995;13;1458;247695;250465
1837;12;994;17;1457;250005;250465
1838;11;994;9;1457;250001;250465
1839;11;993;9;1456;250001;250464
1840;12;993;9;1455;249997;250464
1841;2272;993;270;1454;247998;250463
1842;2536;994;13;1454;247480;250461
1843;2251;995;245;1453;247994;250460
1844;11;994;9;1452;250001;250460
1845;2231;995;236;1452;248006;250458
1846;15;995;9;1451;249997;250458
1847;2206;995;9;1450;247804;250457
1848;7;995;17;1449;250014;250456
1849;2193;995;13;1448;247821;250455
1850;11;995;18;1448;250010;250455
1851;16;994;165;1447;250153;250455
1852;2169;995;9;1446;247842;250453
1853;2152;996;153;1445;248003;250452
1854;15;995;14;1445;250002;250452
1855;11;994;9;1444;250001;250451
1856;11;994;117;1443;250109;250451
1857;11;993;14;1442;250006;250451
1858;2108;994;100;1442;247995;250450
1859;15;993;4104;1443;254092;250452
1860;12;993;4103;1445;254091;250453
1861;2095;994;84;1444;247992;250452
1862;20;993;67;1443;250050;250452
1863;7;992;2521;1444;252514;250453
1864;3054;994;1055;1443;248002;250452
1865;2046;994;30;1443;247984;250450
1866;2042;995;4038;1444;251996;250451
1867;11;994;18;1443;250010;250451
1868;2022;995;4020;1445;251999;250452
1869;16;994;13;1444;250001;250452
1870;15;994;9;1443;249997;250451
1871;15;993;18;1442;250006;250451
1872;7;993;13;1442;250010;250451
1873;11;992;9;1441;250001;250451
1874;1834;993;3948;1442;252114;250452
1875;1970;993;17;1441;248049;250450
1876;1966;994;17;1441;248053;250449
1877;744;993;3927;1442;253184;250450
1878;1929;994;3915;1443;251988;250451
1879;1933;994;3914;1445;251983;250452
1880;1921;995;3905;1446;251987;250453
1881;1896;995;3890;1447;251997;250454
1882;15;995;3894;1449;253882;250455
1883;1879;995;3877;1450;252001;250456
1884;1863;996;3876;1451;252013;250457
1885;1854;996;13;1450;248159;250456
1886;11;996;3873;1452;253865;250458
1887;7;995;3839;1453;253832;250460
1888;16;995;3818;1454;253806;250461
1889;1826;995;3823;1455;251997;250462
1890;11;995;9;1455;250001;250462
1891;15;994;14;1454;250002;250462
1892;7;994;3785;1455;253782;250463
1893;1793;994;3781;1456;251989;250464
1894;1780;994;9;1456;248230;250463
1895;7;994;7775;1459;257768;250467
1896;15;993;9;1458;249997;250467
1897;1751;994;13;1457;248264;250465
1898;1747;994;3731;1459;251986;250466
1899;11;994;3723;1460;253715;250468
1900;12;993;3726;1461;253714;250470
1901;1714;994;3714;1462;252003;250470
1902;11;993;3702;1463;253694;250472
1903;12;993;17;1463;250005;250472
1904;1702;993;9;1462;248310;250471
1905;16;992;3676;1463;253664;250472
1906;1665;993;13;1462;248352;250471
1907;7;992;3647;1463;253644;250473
1908;1644;993;3643;1465;251999;250474
1909;1644;993;2571;1465;250927;250474
1910;11;992;14;1464;250006;250474
1911;2618;993;17;1464;247400;250472
1912;2614;994;13;1463;247400;250471
1913;2610;995;604;1462;247995;250469
1914;1595;995;9;1462;248415;250468
1915;16;995;9;1461;249997;250468
1916;11;994;9;1460;250001;250468
1917;1574;994;3560;1461;251987;250469
1918;1562;995;3552;1462;251991;250469
1919;12;994;3539;1463;253527;250471
1920;11;994;9;1463;250001;250471
1921;20;993;9;1462;249992;250470
1922;12;993;17;1461;250005;250470
1923;11;992;3510;1462;253502;250472
1924;1504;993;9;1461;248508;250471
1925;1496;993;13;1461;248520;250470
1926;1487;993;13;1460;248529;250469
1927;1475;993;13;1459;248541;250468
1928;1459;994;3935;1460;252476;250469
1929;1454;994;3460;1461;252006;250470
1930;1450;994;13;1461;248563;250469
1931;11;993;2372;1461;252364;250470
1932;3432;995;17;1460;246587;250468
1933;15;994;18;1460;250006;250467
1934;15;994;1484;1460;251472;250468
1935;11;993;84;1459;250076;250468
1936;1392;993;3115;1460;251724;250468
1937;2375;994;474;1459;248101;250467
1938;7;994;3368;1460;253365;250469
1939;15;993;14;1460;250002;250468
1940;12;993;2367;1460;252355;250469
1941;11;992;14;1459;250006;250469
1942;12;992;2334;1460;252322;250470
1943;2338;992;13;1459;247678;250469
1944;7;992;315;1458;250312;250468
1945;2309;992;316;1458;248010;250467
1946;2301;993;291;1457;247993;250466
1947;15;993;283;1457;250271;250466
1948;2288;993;928;1456;248640;250465
1949;7;993;3268;1457;253265;250466
1950;11;992;262;1457;250254;250466
1951;15;992;14;1456;250002;250466
1952;2243;992;2127;1456;249884;250466
1953;11;992;9;1456;250001;250465
1954;12;991;17;1455;250005;250465
1955;11;991;18;1454;250010;250465
1956;220;991;2209;1454;251992;250466
1957;2193;991;195;1454;248003;250464
1958;11;991;187;1453;250179;250464
1959;15;990;9;1452;249997;250464
1960;11;990;14;1452;250006;250464
1961;7;989;161;1451;250158;250464
1962;2161;990;9;1450;247850;250462
1963;2144;990;9;1450;247867;250461
1964;11;990;18;1449;250010;250461
1965;2120;990;116;1448;247999;250460
1966;2112;991;116;1447;248007;250458
1967;430;991;104;1447;249677;250458
1968;15;990;9753;1451;259741;250463
1969;4093;992;2085;1451;247993;250461
1970;2083;992;70;1451;247991;250460
1971;2075;993;62;1450;247987;250459
1972;2063;993;67;1449;248004;250458
1973;2046;994;50;1449;248004;250456
1974;2042;994;4038;1450;251996;250457
1975;11;994;22;1449;250014;250457
1976;2034;995;22;1448;247988;250456
1977;2026;995;13;1448;247988;250454
1978;2014;996;9;1447;247996;250453
1979;11;995;3990;1448;253982;250455
1980;15;995;3990;1450;253978;250457
1981;15;994;18;1449;250006;250457
1982;1970;995;9;1448;248041;250455
1983;15;994;18;1447;250006;250455
1984;1949;995;17;1447;248070;250454
1985;11;994;14;1446;250006;250454
1986;1962;995;17;1445;248057;250452
1987;16;994;3914;1446;253902;250454
1988;7;994;17;1446;250014;250454
1989;1908;994;9;1445;248104;250453
1990;11;994;3885;1446;253877;250455
1991;1888;994;9;1445;248124;250453
1992;12;993;3868;1447;253856;250455
1993;16;993;3847;1448;253835;250457
1994;15;992;3840;1449;253828;250458
1995;15;992;9;1448;249997;250458
1996;11;991;3827;1450;253819;250460
1997;15;991;18;1449;250006;250460
1998;11;991;3806;1450;253798;250461
1999;11;990;3806;1451;253798;250463
2000;1801;990;3797;1452;251997;250464
2001;7;990;17;1452;250014;250464
2002;15;989;3773;1453;253761;250465
2003;1780;990;18;1452;248239;250464
2004;15;989;14;1451;250002;250464
2005;1760;990;3760;1453;252002;250465
2006;1760;990;3735;1454;251977;250465
2007;1776;991;18;1453;248243;250464
2008;1731;991;18;1452;248289;250463
2009;7;990;13;1452;250010;250463
2010;1706;991;3697;1453;251994;250464
2011;7;990;3701;1454;253698;250465
2012;12;990;3693;1455;253681;250467
2013;11;989;3677;1456;253669;250469
2014;15;989;18;1455;250006;250468
2015;1669;989;13;1455;248348;250467
2016;11;989;14;1454;250006;250467
2017;1677;989;3635;1455;251961;250468
2018;11;989;3640;1456;253632;250469
2019;1619;989;18;1455;248399;250468
2020;1615;989;9;1455;248394;250467
2021;1611;989;13;1454;248403;250466
2022;15;989;9;1453;249997;250466
2023;7;988;13;1452;250010;250466
2024;15;988;3573;1453;253561;250467
2025;1574;988;9;1453;248436;250466
2026;11;988;3552;1454;253544;250468
2027;1549;988;13;1453;248466;250467
2028;1533;988;9;1452;248478;250466
2029;1537;989;9;1452;248474;250465
2030;1516;989;18;1451;248504;250464
2031;1508;989;3522;1452;252017;250465
2032;1504;989;17;1451;248516;250464
2033;11;989;9;1451;250001;250463
2034;11;988;14;1450;250006;250463
2035;1471;989;18;1449;248550;250462
2036;11;988;14;1448;250006;250462
2037;7;988;13;1448;250006;250462
2038;1446;988;3447;1449;252001;250463
2039;1434;988;9;1448;248575;250462
2040;11;988;9;1447;250001;250461
2041;12;987;13;1447;250001;250461
2042;1413;987;13;1446;248600;250460
2043;11;987;14;1445;250006;250460
2044;1401;987;3385;1446;251985;250461
2045;2214;988;17;1445;247804;250460
2046;2379;988;13;1445;247636;250458
2047;2367;989;361;1444;247996;250457
2048;2367;990;361;1444;247996;250456
2049;11;989;9;1443;250001;250456
2050;7;989;332;1442;250329;250455
2051;2334;989;13;1442;247682;250454
2052;2317;990;13;1441;247699;250453
2053;2313;991;303;1440;247993;250452
2054;2305;991;17;1440;247715;250450
2055;15;991;291;1439;250279;250450
2056;16;990;274;1439;250262;250450
2057;11;990;14;1438;250006;250450
2058;11;989;14;1437;250006;250450
2059;2264;990;245;1437;247981;250448
2060;7;990;9;1436;250002;250448
2061;15;989;18;1435;250006;250448
2062;7;989;13;1435;250010;250448
2063;2226;989;17;1434;247792;250447
2064;2218;990;207;1433;247990;250445
