Номер теста;Задержка включения (us);СРЕДНЯЯ задержка включения (us);Задержка спада (us);СРЕДНЯЯ задержка спада (us);Длительность ответа (us);СРЕДНЯЯ длительность ответа (us)
1523;12;36;17;22;250005;249988
1524;15;36;14;22;250002;249988
1525;20;36;18;22;250001;249988
1526;7;36;9;22;250002;249988
1527;20;36;14;22;249997;249988
1528;16;36;13;22;250001;249988
1529;20;36;14;22;249997;249988
1530;20;36;9;22;249992;249988
1531;11;36;18;22;250010;249988
1532;7;36;13;22;250010;249988
1533;15;36;18;22;250006;249988
1534;20;36;9;22;249992;249988
1535;11;36;9;22;250001;249988
1536;11;36;14;22;250006;249988
1537;7;36;17;22;250014;249988
1538;11;36;18;22;250010;249988
1539;20;36;14;22;249997;249988
1540;15;36;14;22;250002;249988
1541;11;36;18;22;250010;249988
1542;7;36;9;22;250006;249988
1543;12;36;17;22;250005;249988
1544;16;36;13;22;250001;249988
1545;20;36;18;22;250001;249988
1546;11;36;18;22;250010;249988
1547;20;36;14;22;249997;249988
1548;11;36;22;22;250014;249988
1549;20;36;18;22;250001;249988
1550;20;36;14;22;249997;249988
1551;11;36;741;22;250733;249989
1552;7;36;13;22;250010;249989
1553;11;36;14;22;250006;249989
1554;11;36;14;22;250006;249989
1555;11;36;9;22;250001;249989
1556;16;36;13;22;250001;249989
1557;15;36;14;22;250002;249989
1558;15;36;14;22;250002;249989
1559;20;36;14;22;249997;249989
1560;7;36;9;22;250006;249989
1561;7;36;17;22;250014;249989
1562;15;36;9;22;249997;249989
1563;15;36;14;22;250002;249989
1564;97;36;13;22;249918;249989
1565;85;36;13;22;249930;249989
1566;56;36;10;22;249956;249989
1567;36;36;13;22;249980;249989
1568;32;36;9;22;249980;249989
1569;20;36;9;22;249992;249989
1570;11;36;9;22;250001;249989
1571;11;36;9;22;250001;249989
1572;20;36;14;22;249997;249989
1573;15;36;18;22;250006;249989
1574;7;36;13;22;250010;249989
1575;11;36;9;22;250001;249989
1576;11;36;14;22;250006;249989
1577;253;36;17;22;249767;249989
1578;7;36;17;22;250014;249989
1579;11;36;18;22;250010;249989
1580;11;36;14;22;250006;249989
1581;11;36;18;22;250010;249989
1582;15;36;9;22;249997;249989
1583;11;36;18;22;250010;249989
1584;11;36;14;22;250006;249989
1585;12;36;9;22;249997;249989
1586;15;36;14;22;250002;249989
1587;20;35;9;22;249992;249989
1588;11;35;14;22;250006;249989
1589;20;35;9;22;249992;249989
1590;11;35;22;22;250014;249989
1591;11;35;22;22;250014;249989
1592;15;35;14;22;250002;249989
1593;20;35;18;22;250001;249989
1594;11;35;14;22;250006;249989
1595;7;35;17;22;250014;249989
1596;7;35;13;22;250006;249989
1597;20;35;14;22;249997;249989
1598;15;35;18;22;250006;249989
1599;11;35;18;22;250010;249989
1600;11;35;9;22;250001;249989
1601;7;35;13;22;250010;249989
1602;15;35;42;22;250030;249989
1603;16;35;13;22;250001;249989
1604;11;35;14;22;250006;249989
1605;7;35;17;22;250014;249989
1606;7;35;9;22;250006;249989
1607;187;35;13;22;249826;249989
1608;11;35;9;22;250001;249989
1609;16;35;21;22;250009;249989
1610;7;35;9;22;250002;249989
1611;11;35;18;22;250010;249989
1612;20;35;14;22;249997;249989
1613;11;35;14;22;250006;249989
1614;15;35;18;22;250006;249989
1615;16;35;9;22;249997;249989
1616;11;35;18;22;250010;249989
1617;12;35;13;22;250001;249989
1618;11;35;9;22;250001;249989
1619;15;35;14;22;250002;249989
1620;7;35;13;22;250010;249989
1621;11;35;18;22;250010;249989
1622;20;35;14;22;249997;249989
1623;20;35;18;22;250001;249989
1624;11;35;14;22;250006;249989
1625;7;35;13;22;250010;249989
1626;11;35;9;22;250001;249989
1627;15;35;18;22;250006;249989
1628;7;35;17;22;250010;249989
1629;15;35;14;22;250002;249989
1630;12;35;17;22;250005;249989
1631;11;35;9;22;250001;249989
1632;11;35;18;22;250010;249989
1633;15;35;18;22;250006;249989
1634;11;35;14;22;250006;249989
1635;11;35;18;22;250010;249989
1636;11;35;14;22;250006;249989
1637;12;35;17;22;250005;249989
1638;15;35;18;22;250006;249989
1639;15;35;14;22;250002;249989
1640;15;35;9;22;249997;249989
1641;11;35;9;22;250001;249989
1642;16;35;17;22;250005;249989
1643;11;35;18;22;250010;249989
1644;15;35;9;22;249997;249989
1645;20;35;18;22;250001;249989
1646;7;35;9;22;250006;249989
1647;11;35;14;22;250006;249989
1648;451;35;13;22;249565;249989
1649;15;35;14;22;250002;249989
1650;16;35;17;22;250005;249989
1651;15;35;9;22;249997;249989
1652;20;35;18;22;250001;249989
1653;11;35;18;22;250010;249989
1654;15;35;14;22;250002;249989
1655;11;35;14;22;250006;249989
1656;20;35;18;22;250001;249989
1657;20;35;18;22;250001;249989
1658;11;35;9;22;250001;249989
1659;11;35;14;22;250006;249989
1660;11;35;18;22;250010;249989
1661;11;35;14;22;250006;249989
1662;11;35;620;22;250612;249990
1663;11;35;9;22;250001;249990
1664;16;35;13;22;250001;249990
1665;15;35;14;22;250002;249990
1666;15;35;14;22;250002;249990
1667;11;35;63;22;250055;249990
1668;20;35;75;22;250058;249990
1669;11;35;92;22;250084;249990
1670;15;35;80;22;250068;249990
1671;12;35;38;22;250026;249990
1672;11;35;22;22;250014;249990
1673;11;35;14;22;250006;249990
1674;20;35;9;22;249992;249990
1675;20;35;14;22;249997;249990
1676;7;35;13;22;250010;249990
1677;16;35;13;22;250001;249990
1678;11;35;18;22;250010;249990
1679;11;35;14;22;250006;249990
1680;11;35;18;22;250010;249990
1681;15;35;9;22;249997;249990
1682;15;35;9;22;249997;249990
1683;15;35;14;22;250002;249990
1684;11;35;9;22;250001;249990
1685;7;35;9;22;250006;249990
1686;7;35;17;22;250014;249990
1687;7;34;9;22;250006;249990
1688;15;34;9;22;249997;249990
1689;11;34;14;22;250006;249990
1690;11;34;14;22;250006;249990
1691;7;34;9;22;250006;249990
1692;20;34;14;22;249997;249990
1693;16;34;17;22;250005;249990
1694;11;34;14;22;250006;249990
1695;7;34;21;22;250018;249990
1696;20;34;14;22;249997;249990
1697;15;34;14;22;250002;249990
1698;15;34;14;22;250002;249990
1699;16;34;17;22;250005;249990
1700;11;34;9;22;250001;249990
1701;839;35;18;22;249182;249990
1702;16;35;13;22;250001;249990
1703;11;35;9;22;250001;249990
1704;15;35;9;22;249997;249990
1705;7;35;13;22;250010;249990
1706;15;35;9;22;249997;249990
1707;7;35;9;22;250002;249990
1708;11;35;18;22;250010;249990
1709;11;35;14;22;250006;249990
1710;16;35;9;22;249997;249990
1711;15;35;9;22;249997;249990
1712;11;35;9;22;250001;249990
1713;20;35;14;22;249997;249990
1714;7;35;17;22;250010;249990
1715;16;35;17;22;250005;249990
1716;11;35;14;22;250006;249990
1717;11;35;14;22;250006;249990
1718;11;35;14;22;250006;249990
1719;20;35;18;22;250001;249990
1720;11;35;18;22;250010;249990
1721;11;35;14;22;250006;249990
1722;11;35;14;22;250006;249990
1723;11;35;9;22;250001;249990
1724;11;34;14;22;250006;249990
1725;11;34;9;22;250001;249990
1726;20;34;9;22;249992;249990
1727;15;34;18;22;250006;249990
1728;11;34;14;22;250006;249990
1729;15;34;18;22;250006;249990
1730;11;34;18;22;250010;249990
1731;7;34;9;22;250006;249990
1732;20;34;14;22;249997;249990
1733;20;34;22;22;250005;249990
1734;7;34;9;22;250006;249990
1735;16;34;13;22;250001;249990
1736;15;34;9;22;249997;249990
1737;11;34;9;22;250001;249990
1738;15;34;18;22;250006;249990
1739;7;34;13;22;250010;249990
1740;12;34;13;22;250001;249990
1741;11;34;18;22;250010;249990
1742;15;34;9;22;249997;249990
1743;7;34;17;22;250010;249990
1744;7;34;9;22;250006;249990
1745;12;34;17;22;250005;249990
1746;15;34;9;22;249997;249990
1747;12;34;21;22;250009;249990
1748;16;34;17;22;250005;249990
1749;20;34;14;22;249997;249990
1750;11;34;9;22;250001;249990
1751;15;34;18;22;250006;249990
1752;15;34;14;22;250002;249990
1753;11;34;9;22;250001;249990
1754;12;34;13;22;250001;249990
1755;12;34;9;22;249997;249990
1756;12;34;17;22;250005;249990
1757;11;34;14;22;250006;249990
1758;11;34;18;22;250010;249990
1759;11;34;9;22;250001;249990
1760;15;34;9;22;249997;249990
1761;20;34;14;22;249997;249990
1762;11;34;18;22;250010;249990
1763;12;34;17;22;250005;249990
1764;15;34;14;22;250002;249990
1765;15;34;9;22;249997;249990
1766;15;34;14;22;250002;249990
1767;15;34;18;22;250006;249990
1768;15;34;14;22;250002;249990
1769;15;34;9;22;249997;249990
1770;7;34;13;22;250010;249990
1771;20;34;18;22;250001;249990
1772;20;34;14;22;249997;249990
1773;16;34;411;22;250399;249990
1774;15;34;18;22;250006;249990
1775;7;34;13;22;250006;249990
1776;12;34;17;22;250005;249990
1777;15;34;14;22;250002;249990
1778;11;34;14;22;250006;249990
1779;11;34;9;22;250001;249990
1780;11;34;18;22;250010;249990
1781;16;34;17;22;250005;249990
1782;12;34;9;22;249997;249990
1783;20;34;18;22;250001;249990
1784;7;34;9;22;250006;249990
1785;16;34;17;22;250005;249990
1786;11;34;14;22;250006;249990
1787;20;34;14;22;249997;249990
1788;11;34;14;22;250006;249990
1789;11;34;14;22;250006;249990
1790;11;34;14;22;250006;249990
1791;7;34;17;22;250014;249990
1792;7;34;9;22;250006;249990
1793;15;34;14;22;250002;249990
1794;7;34;17;22;250014;249990
1795;11;34;18;22;250010;249990
1796;20;34;14;22;249997;249991
1797;20;34;9;22;249992;249991
1798;20;34;18;22;250001;249991
1799;15;34;9;22;249997;249991
1800;7;34;13;22;250010;249991
1801;20;34;18;22;250001;249991
1802;15;34;14;22;250002;249991
1803;11;34;18;22;250010;249991
1804;7;34;9;22;250006;249991
1805;20;34;18;22;250001;249991
1806;7;34;13;22;250010;249991
1807;7;33;13;22;250006;249991
1808;16;33;17;22;250005;249991
1809;7;33;13;22;250010;249991
1810;15;33;18;22;250006;249991
1811;20;33;18;22;250001;249991
1812;20;33;9;22;249992;249991
1813;20;33;18;22;250001;249991
1814;15;33;22;22;250010;249991
1815;15;33;18;22;250006;249991
1816;11;33;9;22;250001;249991
1817;7;33;9;22;250002;249991
1818;20;33;18;22;250001;249991
1819;20;33;14;22;249997;249991
1820;11;33;9;22;250001;249991
1821;20;33;18;22;250001;249991
1822;11;33;9;22;250001;249991
1823;11;33;22;22;250014;249991
1824;7;33;13;22;250010;249991
1825;15;33;14;22;250002;249991
1826;11;33;9;22;250001;249991
1827;11;33;14;22;250006;249991
1828;11;33;18;22;250010;249991
1829;12;33;13;22;250001;249991
1830;16;33;13;22;250001;249991
1831;7;33;13;22;250010;249991
1832;7;33;17;22;250014;249991
1833;11;33;9;22;250001;249991
1834;11;33;18;22;250010;249991
1835;16;33;9;22;249997;249991
1836;15;33;18;22;250006;249991
1837;20;33;9;22;249992;249991
1838;16;33;17;22;250005;249991
1839;11;33;9;22;250001;249991
1840;15;33;18;22;250006;249991
1841;20;33;9;22;249992;249991
1842;7;33;9;22;250006;249991
1843;12;33;9;22;249997;249991
1844;15;33;18;22;250006;249991
1845;15;33;14;22;250002;249991
1846;77;33;13;22;249938;249991
1847;11;33;18;22;250010;249991
1848;15;33;18;22;250006;249991
1849;15;33;14;22;250002;249991
1850;20;33;14;22;249997;249991
1851;12;33;9;21;249997;249991
1852;11;33;14;21;250006;249991
1853;7;33;13;21;250010;249991
1854;11;33;9;21;250001;249991
1855;7;33;17;21;250014;249991
1856;11;33;14;21;250006;249991
1857;20;33;14;21;249997;249991
1858;15;33;18;21;250006;249991
1859;11;33;14;21;250006;249991
1860;15;33;18;21;250006;249991
1861;11;33;18;21;250010;249991
1862;15;33;14;21;250002;249991
1863;7;33;13;21;250010;249991
1864;15;33;9;21;249997;249991
1865;15;33;18;21;250006;249991
1866;15;33;18;21;250006;249991
1867;11;33;14;21;250006;249991
1868;15;33;14;21;250002;249991
1869;11;33;14;21;250006;249991
1870;7;33;9;21;250006;249991
1871;11;33;14;21;250006;249991
1872;7;33;13;21;250010;249991
1873;15;33;18;21;250006;249991
1874;11;33;9;21;250001;249991
1875;7;33;13;21;250010;249991
1876;64;33;18;21;249956;249991
1877;60;33;9;21;249951;249991
1878;44;33;13;21;249972;249991
1879;44;33;13;21;249972;249991
1880;56;33;10;21;249956;249991
1881;40;33;13;21;249976;249991
1882;32;33;17;21;249988;249991
1883;12;33;9;21;249997;249991
1884;16;33;17;21;250005;249991
1885;15;33;18;21;250006;249991
1886;11;33;14;21;250006;249991
1887;15;33;9;21;249997;249991
1888;12;33;13;21;250001;249991
1889;11;33;22;21;250014;249991
1890;20;33;18;21;250001;249991
1891;15;33;9;21;249997;249991
1892;11;33;9;21;250001;249991
1893;11;33;14;21;250006;249991
1894;15;33;9;21;249997;249991
1895;12;33;13;21;250001;249991
1896;11;33;18;21;250010;249991
1897;11;33;14;21;250006;249991
1898;20;33;14;21;249997;249991
1899;15;33;9;21;249997;249991
1900;20;33;18;21;250001;249991
1901;15;33;458;22;250446;249991
1902;12;33;9;22;249997;249991
1903;11;33;18;22;250010;249991
1904;20;33;18;22;250001;249991
1905;15;33;18;21;250006;249991
1906;20;33;9;21;249992;249991
1907;7;33;13;21;250010;249991
1908;11;33;9;21;250001;249991
1909;15;33;14;21;250002;249991
1910;11;33;9;21;250001;249991
1911;16;33;13;21;250001;249991
1912;15;33;14;21;250002;249991
1913;15;33;18;21;250006;249991
1914;12;33;17;21;250005;249991
1915;7;32;13;21;250010;249991
1916;15;32;14;21;250002;249991
1917;15;32;14;21;250002;249991
1918;11;32;71;21;250063;249991
1919;15;32;9;21;249997;249991
1920;11;32;18;21;250010;249991
1921;11;32;14;21;250006;249991
1922;11;32;18;21;250010;249991
1923;20;32;9;21;249992;249991
1924;11;32;14;21;250006;249991
1925;15;32;14;21;250002;249991
1926;16;32;9;21;249997;249991
1927;15;32;9;21;249997;249991
1928;16;32;17;21;250005;249991
1929;11;32;14;21;250006;249991
1930;11;32;14;21;250006;249991
1931;11;32;18;21;250010;249991
1932;7;32;17;21;250010;249991
1933;20;32;14;21;249997;249991
1934;11;32;14;21;250006;249991
1935;15;32;14;21;250002;249991
1936;7;32;9;21;250002;249992
1937;20;32;9;21;249992;249992
1938;11;32;18;21;250010;249992
1939;20;32;18;21;250001;249992
1940;793;33;18;21;249225;249991
1941;15;33;9;21;249997;249991
1942;15;33;18;21;250006;249991
1943;15;33;14;21;250002;249991
1944;11;33;14;21;250006;249991
1945;15;33;9;21;249997;249991
1946;11;33;18;21;250010;249991
1947;20;33;9;21;249992;249991
1948;11;33;9;21;250001;249991
1949;16;33;9;21;249997;249991
1950;15;33;9;21;249997;249991
1951;11;33;14;21;250006;249991
1952;15;33;14;21;250002;249991
1953;11;33;18;21;250010;249991
1954;20;33;14;21;249997;249991
1955;15;32;9;21;249997;249991
1956;7;32;17;21;250014;249991
1957;15;32;14;21;250002;249991
1958;11;32;14;21;250006;249991
1959;15;32;9;21;249997;249991
1960;20;32;18;21;250001;249991
1961;16;32;13;21;250001;249991
1962;16;32;17;21;250005;249991
1963;12;32;17;21;250005;249991
1964;11;32;14;21;250006;249991
1965;15;32;14;21;250002;249991
1966;15;32;14;21;250002;249991
1967;15;32;18;21;250006;249991
1968;11;32;18;21;250010;249991
1969;7;32;17;21;250010;249991
1970;7;32;9;21;250006;249991
1971;11;32;18;21;250010;249991
1972;15;32;22;21;250010;249991
1973;11;32;18;21;250010;249991
1974;7;32;13;21;250010;249991
1975;7;32;9;21;250006;249991
1976;20;32;18;21;250001;249991
1977;11;32;67;21;250059;249991
1978;20;32;59;21;250042;249991
1979;15;32;51;21;250039;249991
1980;15;32;47;21;250035;249991
1981;15;32;38;21;250026;249991
1982;20;32;22;21;250005;249991
1983;7;32;17;21;250014;249991
1984;15;32;22;21;250010;249991
1985;11;32;18;21;250010;249992
1986;11;32;18;21;250010;249992
1987;7;32;13;21;250010;249992
1988;11;32;9;21;250001;249992
1989;11;32;9;21;250001;249992
1990;15;32;18;21;250006;249992
1991;16;32;9;21;249997;249992
1992;16;32;17;21;250005;249992
1993;12;32;17;21;250005;249992
1994;20;32;14;21;249997;249992
1995;11;32;14;21;250006;249992
1996;15;32;14;21;250002;249992
1997;11;32;9;21;250001;249992
1998;7;32;13;21;250010;249992
1999;11;32;18;21;250010;249992
2000;11;32;18;21;250010;249992
2001;7;32;17;21;250010;249992
2002;11;32;9;21;250001;249992
2003;7;32;13;21;250010;249992
2004;11;32;14;21;250006;249992
2005;15;32;14;21;250002;249992
2006;20;32;18;21;250001;249992
2007;15;32;14;21;250002;249992
2008;15;32;18;21;250006;249992
2009;15;32;18;21;250006;249992
2010;11;32;9;21;250001;249992
2011;20;32;14;21;249997;249992
2012;11;32;399;21;250391;249992
2013;7;32;9;21;250006;249992
2014;15;32;14;21;250002;249992
2015;7;32;17;21;250014;249992
2016;20;32;18;21;250001;249992
2017;15;32;9;21;249997;249992
2018;7;32;13;21;250010;249992
2019;20;32;9;21;249992;249992
2020;11;32;9;21;250001;249992
2021;20;32;14;21;249997;249992
2022;11;32;22;21;250014;249992
2023;15;32;14;21;250002;249992
2024;11;32;18;21;250010;249992
2025;15;32;14;21;250002;249992
2026;11;32;14;21;250006;249992
2027;12;32;17;21;250005;249992
2028;11;32;9;21;250001;249992
2029;11;32;14;21;250006;249992
2030;7;32;9;21;250002;249992
2031;15;32;14;21;250002;249992
2032;15;32;22;21;250010;249992
2033;15;32;14;21;250002;249992
2034;12;32;17;21;250005;249992
2035;20;32;18;21;250001;249992
2036;16;32;17;21;250005;249992
2037;15;32;14;21;250002;249992
2038;20;32;18;21;250001;249992
2039;20;32;14;21;249997;249992
2040;20;32;9;21;249992;249992
2041;11;32;14;21;250006;249992
2042;12;32;13;21;250001;249992
2043;11;32;9;21;250001;249992
2044;15;32;22;21;250010;249992
2045;16;32;9;21;249997;249992
2046;20;32;9;21;249992;249992
2047;20;32;18;21;250001;249992
2048;11;32;18;21;250010;249992
2049;7;32;13;21;250006;249992
2050;15;32;14;21;250002;249992
2051;11;32;14;21;250006;249992
2052;7;32;17;21;250014;249992
2053;15;32;14;21;250002;249992
2054;20;32;22;21;250005;249992
2055;11;32;18;21;250010;249992
2056;20;32;18;21;250001;249992
2057;20;32;18;21;250001;249992
2058;15;32;18;21;250006;249992
2059;12;32;21;21;250009;249992
2060;11;31;9;21;250001;249992
2061;15;31;14;21;250002;249992
2062;15;31;9;21;249997;249992
2063;15;31;18;21;250006;249992
2064;7;31;9;21;250002;249992
2065;11;31;18;21;250010;249992
2066;15;31;18;21;250006;249992
2067;20;31;9;21;249992;249992
2068;822;32;9;21;249187;249992
2069;11;32;18;21;250010;249992
2070;15;32;9;21;249997;249992
2071;15;32;14;21;250002;249992
2072;20;32;18;21;250001;249992
2073;11;32;9;21;250001;249992
2074;16;32;13;21;250001;249992
2075;7;32;9;21;250006;249992
2076;11;32;22;21;250014;249992
2077;16;32;17;21;250005;249992
2078;15;32;9;21;249997;249992
2079;20;32;18;21;250001;249992
2080;11;32;9;21;250001;249992
2081;20;32;9;21;249992;249992
2082;20;32;18;21;250001;249992
2083;12;32;13;21;250001;249992
2084;15;32;18;21;250006;249992
2085;11;32;14;21;250006;249992
2086;7;32;9;21;250006;249992
2087;20;32;14;21;249997;249992
2088;11;32;14;21;250006;249992
2089;15;32;9;21;249997;249992
2090;11;32;9;21;250001;249992
2091;7;32;13;21;250010;249992
2092;15;32;14;21;250002;249992
2093;15;32;14;21;250002;249992
2094;11;32;14;21;250006;249992
2095;11;32;18;21;250010;249992
2096;11;32;125;21;250117;249992
2097;20;32;9;21;249992;249992
2098;12;32;17;21;250005;249992
2099;15;32;9;21;249997;249992
2100;11;32;18;21;250010;249992
2101;11;32;18;21;250010;249992
2102;7;32;17;21;250014;249992
2103;15;32;18;21;250006;249992
2104;20;31;14;21;249997;249992
2105;12;31;17;21;250005;249992
2106;7;31;13;21;250010;249992
2107;20;31;9;21;249992;249992
2108;11;31;18;21;250010;249992
2109;15;31;14;21;250002;249992
2110;20;31;14;21;249997;249992
2111;11;31;14;21;250006;249992
2112;16;31;13;21;250001;249992
2113;15;31;14;21;250002;249992
2114;11;31;14;21;250006;249992
2115;7;31;9;21;250006;249992
2116;7;31;13;21;250010;249992
2117;20;31;18;21;250001;249992
2118;20;31;18;21;250001;249992
2119;15;31;18;21;250006;249992
2120;7;31;9;21;250002;249992
2121;11;31;9;21;250001;249992
2122;15;31;14;21;250002;249992
2123;16;31;13;21;250001;249992
2124;11;31;9;21;250001;249992
2125;11;31;14;21;250006;249992
2126;15;31;14;21;250002;249992
2127;11;31;18;21;250010;249992
2128;20;31;14;21;249997;249992
2129;7;31;9;21;250002;249992
2130;12;31;13;21;250001;249992
2131;20;31;18;21;250001;249992
2132;12;31;13;21;250001;249992
2133;7;31;9;21;250006;249992
2134;7;31;21;21;250018;249992
2135;20;31;18;21;250001;249992
2136;15;31;18;21;250006;249992
2137;11;31;14;21;250006;249992
2138;11;31;18;21;250010;249992
2139;12;31;13;21;250001;249992
2140;15;31;358;21;250346;249992
2141;130;31;17;21;249888;249992
2142;11;31;18;21;250010;249992
2143;15;31;18;21;250006;249992
2144;15;31;18;21;250006;249992
2145;11;31;9;21;250001;249992
2146;15;31;14;21;250002;249992
2147;11;31;14;21;250006;249992
2148;15;31;14;21;250002;249992
2149;11;31;9;21;250001;249992
2150;11;31;9;21;250001;249992
2151;15;31;18;21;250006;249992
2152;20;31;18;21;250001;249992
2153;15;31;14;21;250002;249992
2154;16;31;13;21;250001;249992
2155;11;31;14;21;250006;249992
2156;16;31;17;21;250005;249992
2157;11;31;14;21;250006;249992
2158;20;31;9;21;249992;249992
2159;20;31;18;21;250001;249992
2160;15;31;18;21;250006;249992
2161;15;31;18;21;250006;249992
2162;15;31;18;21;250006;249992
2163;15;31;9;21;249997;249992
2164;12;31;9;21;249997;249992
2165;15;31;9;21;249997;249992
2166;15;31;9;21;249997;249992
2167;15;31;14;21;250002;249992
2168;11;31;9;21;250001;249992
2169;20;31;9;21;249992;249992
2170;11;31;9;21;250001;249992
2171;20;31;18;21;250001;249992
2172;20;31;14;21;249997;249992
2173;16;31;17;21;250005;249992
2174;15;31;18;21;250006;249992
2175;11;31;18;21;250010;249992
2176;7;31;17;21;250014;249992
2177;20;31;14;21;249997;249992
2178;7;31;13;21;250010;249992
2179;11;31;9;21;250001;249992
2180;11;31;18;21;250010;249992
2181;64;31;22;21;249960;249992
2182;64;31;22;21;249960;249992
2183;61;31;18;21;249959;249992
2184;52;31;18;21;249968;249992
2185;52;31;18;21;249968;249992
2186;36;31;13;21;249980;249992
2187;28;31;14;21;249989;249992
2188;24;31;13;21;249992;249992
2189;15;31;9;21;249997;249992
2190;12;31;17;21;250005;249992
2191;15;31;18;21;250006;249992
2192;7;31;17;21;250014;249992
2193;15;31;9;21;249997;249992
2194;12;31;13;21;250001;249992
2195;20;31;18;21;250001;249992
2196;15;31;14;21;250002;249992
2197;11;31;18;21;250010;249992
2198;16;31;21;21;250009;249992
2199;7;31;17;21;250014;249992
2200;12;31;17;21;250005;249992
2201;15;31;9;21;249997;249992
2202;15;31;9;21;249997;249992
2203;12;31;13;21;250001;249992
2204;20;31;18;21;250001;249992
2205;15;31;14;21;250002;249992
2206;7;31;13;21;250006;249992
2207;7;31;13;21;250010;249992
2208;15;31;18;21;250006;249993
2209;20;31;14;21;249997;249993
2210;15;31;14;21;250002;249993
2211;11;31;14;21;250006;249993
2212;7;31;9;21;250002;249993
2213;24;31;13;21;249992;249993
2214;20;31;14;21;249997;249993
2215;15;31;18;21;250006;249993
2216;12;31;17;21;250005;249993
2217;11;31;14;21;250006;249993
2218;20;31;14;21;249997;249993
2219;11;31;9;21;250001;249993
2220;15;31;18;21;250006;249993
2221;20;31;18;21;250001;249993
2222;11;31;18;21;250010;249993
2223;20;31;9;21;249992;249993
2224;20;31;14;21;249997;249993
2225;15;31;9;21;249997;249993
2226;12;31;13;21;250001;249993
2227;16;31;17;21;250005;249993
2228;15;31;9;21;249997;249993
2229;12;31;21;21;250009;249993
2230;20;31;18;21;250001;249993
2231;15;31;9;21;249997;249993
2232;15;31;9;21;249997;249993
2233;20;31;9;21;249992;249993
2234;15;31;9;21;249997;249993
2235;15;31;9;21;249997;249993
2236;11;31;9;21;250001;249993
2237;11;31;14;21;250006;249993
2238;7;31;9;21;250002;249993
2239;20;31;9;21;249992;249993
2240;20;31;14;21;249997;249993
2241;15;31;9;21;249997;249993
2242;20;31;9;21;249992;249993
2243;12;31;13;21;250001;249993
2244;15;31;9;21;249997;249993
2245;7;31;9;21;250006;249993
2246;15;31;9;21;249997;249993
2247;15;31;9;21;249997;249993
2248;15;31;18;21;250006;249993
2249;15;31;9;21;249997;249993
2250;20;31;14;21;249997;249993
2251;20;31;18;21;250001;249993
2252;11;30;14;21;250006;249993
2253;11;30;18;21;250010;249993
2254;15;30;9;21;249997;249993
2255;20;30;14;21;249997;249993
2256;12;30;17;21;250005;249993
2257;11;30;14;21;250006;249993
2258;15;30;18;21;250006;249993
2259;15;30;14;21;250002;249993
2260;20;30;14;21;249997;249993
2261;15;30;9;21;249997;249993
2262;20;30;18;21;250001;249993
2263;15;30;14;21;250002;249993
2264;11;30;14;21;250006;249993
2265;7;30;17;21;250014;249993
2266;15;30;18;21;250006;249993
2267;15;30;14;21;250002;249993
2268;16;30;403;21;250391;249993
2269;11;30;18;21;250010;249993
2270;16;30;17;21;250005;249993
2271;11;30;14;21;250006;249993
2272;20;30;18;21;250001;249993
2273;16;30;21;21;250009;249993
2274;15;30;14;21;250002;249993
2275;11;30;18;21;250010;249993
2276;15;30;18;21;250006;249993
2277;15;30;14;21;250002;249993
2278;20;30;14;21;249997;249993
2279;15;30;14;21;250002;249993
2280;11;30;14;21;250006;249993
2281;15;30;14;21;250002;249993
2282;15;30;18;21;250006;249993
2283;11;30;9;21;250001;249993
2284;15;30;14;21;250002;249993
2285;11;30;14;21;250006;249993
2286;15;30;9;21;249997;249993
2287;15;30;18;21;250006;249993
2288;11;30;9;21;250001;249993
2289;11;30;14;21;250006;249993
2290;20;30;14;21;249997;249993
2291;7;30;17;21;250014;249993
2292;15;30;14;21;250002;249993
2293;16;30;13;21;250001;249993
2294;7;30;9;21;250002;249993
2295;7;30;13;21;250006;249993
2296;15;30;18;21;250006;249993
2297;15;30;18;21;250006;249993
2298;15;30;18;21;250006;249993
2299;11;30;14;21;250006;249993
2300;20;30;9;21;249992;249993
2301;7;30;17;21;250010;249993
2302;11;30;18;21;250010;249993
2303;12;30;13;21;250001;249993
2304;20;30;18;21;250001;249993
2305;7;30;13;21;250010;249993
2306;15;30;9;21;249997;249993
2307;11;30;14;21;250006;249993
2308;15;30;9;21;249997;249993
2309;20;30;14;21;249997;249993
2310;15;30;18;21;250006;249993
2311;15;30;14;21;250002;249993
2312;7;30;13;21;250010;249993
2313;12;30;17;21;250005;249993
2314;15;30;14;21;250002;249993
2315;16;30;17;21;250005;249993
2316;11;30;14;21;250006;249993
2317;16;30;9;21;249997;249993
2318;20;30;14;21;249997;249993
2319;15;30;14;21;250002;249993
2320;11;30;18;21;250010;249993
2321;15;30;14;21;250002;249993
2322;11;30;9;21;250001;249993
2323;15;30;18;21;250006;249993
2324;826;30;9;21;249183;249993
2325;20;30;18;21;250001;249993
2326;7;30;13;21;250010;249993
2327;11;30;14;21;250006;249993
2328;7;30;9;21;250006;249993
2329;11;30;18;21;250010;249993
2330;16;30;9;21;249997;249993
2331;15;30;18;21;250006;249993
2332;7;30;9;21;250002;249993
2333;11;30;9;21;250001;249993
2334;7;30;13;21;250010;249993
2335;15;30;14;21;250002;249993
2336;11;30;18;21;250010;249993
2337;7;30;13;21;250010;249993
2338;11;30;9;21;250001;249993
2339;15;30;14;21;250002;249993
2340;7;30;9;21;250006;249993
